vel_x_space,angular_vel,action
8.787878787878789,-5.555555555555555,[1]
8.98989898989899,-5.555555555555555,[1]
9.19191919191919,-5.555555555555555,[1]
9.393939393939394,-5.555555555555555,[1]
9.595959595959595,-5.555555555555555,[1]
9.7979797979798,-5.555555555555555,[1]
10.0,-5.555555555555555,[1]
-10.0,-5.353535353535354,[3]
-9.797979797979798,-5.353535353535354,[3]
-9.595959595959595,-5.353535353535354,[3]
-9.393939393939394,-5.353535353535354,[3]
-9.191919191919192,-5.353535353535354,[3]
-8.98989898989899,-5.353535353535354,[3]
-8.787878787878787,-5.353535353535354,[3]
-8.585858585858587,-5.353535353535354,[3]
-8.383838383838384,-5.353535353535354,[3]
-8.181818181818182,-5.353535353535354,[3]
-7.979797979797979,-5.353535353535354,[3]
-7.777777777777778,-5.353535353535354,[3]
-7.575757575757576,-5.353535353535354,[3]
-7.373737373737374,-5.353535353535354,[3]
-7.171717171717171,-5.353535353535354,[3]
-6.96969696969697,-5.353535353535354,[3]
-6.767676767676768,-5.353535353535354,[3]
-6.565656565656566,-5.353535353535354,[3]
-6.363636363636363,-5.353535353535354,[3]
-6.161616161616162,-5.353535353535354,[3]
-5.959595959595959,-5.353535353535354,[0]
-5.757575757575758,-5.353535353535354,[0]
-5.555555555555555,-5.353535353535354,[0]
-5.353535353535354,-5.353535353535354,[0]
-5.151515151515151,-5.353535353535354,[0]
-4.94949494949495,-5.353535353535354,[0]
-4.747474747474747,-5.353535353535354,[0]
-4.545454545454546,-5.353535353535354,[0]
-4.343434343434343,-5.353535353535354,[0]
-4.141414141414142,-5.353535353535354,[0]
-3.9393939393939394,-5.353535353535354,[0]
-3.737373737373738,-5.353535353535354,[0]
-3.5353535353535355,-5.353535353535354,[0]
-3.333333333333333,-5.353535353535354,[0]
-3.1313131313131315,-5.353535353535354,[2]
-2.929292929292929,-5.353535353535354,[2]
-2.7272727272727275,-5.353535353535354,[2]
-2.525252525252525,-5.353535353535354,[1]
-2.3232323232323235,-5.353535353535354,[1]
-2.121212121212121,-5.353535353535354,[1]
-1.9191919191919187,-5.353535353535354,[1]
-1.717171717171718,-5.353535353535354,[1]
-1.5151515151515156,-5.353535353535354,[1]
-1.3131313131313131,-5.353535353535354,[1]
-1.1111111111111107,-5.353535353535354,[1]
-0.9090909090909101,-5.353535353535354,[1]
-0.7070707070707076,-5.353535353535354,[1]
-0.5050505050505052,-5.353535353535354,[1]
-0.30303030303030276,-5.353535353535354,[1]
-0.10101010101010033,-5.353535353535354,[1]
0.10101010101010033,-5.353535353535354,[1]
0.30303030303030276,-5.353535353535354,[1]
0.5050505050505052,-5.353535353535354,[1]
0.7070707070707076,-5.353535353535354,[1]
0.9090909090909083,-5.353535353535354,[1]
1.1111111111111107,-5.353535353535354,[1]
1.3131313131313131,-5.353535353535354,[1]
1.5151515151515156,-5.353535353535354,[1]
1.7171717171717162,-5.353535353535354,[1]
1.9191919191919187,-5.353535353535354,[1]
2.121212121212121,-5.353535353535354,[1]
2.3232323232323235,-5.353535353535354,[1]
2.525252525252524,-5.353535353535354,[1]
2.7272727272727266,-5.353535353535354,[1]
2.929292929292929,-5.353535353535354,[1]
3.1313131313131315,-5.353535353535354,[1]
3.333333333333334,-5.353535353535354,[1]
3.5353535353535346,-5.353535353535354,[1]
3.737373737373737,-5.353535353535354,[1]
3.9393939393939394,-5.353535353535354,[1]
4.141414141414142,-5.353535353535354,[1]
4.3434343434343425,-5.353535353535354,[1]
4.545454545454545,-5.353535353535354,[1]
4.747474747474747,-5.353535353535354,[1]
4.94949494949495,-5.353535353535354,[1]
5.1515151515151505,-5.353535353535354,[1]
5.353535353535353,-5.353535353535354,[1]
5.555555555555555,-5.353535353535354,[1]
5.757575757575758,-5.353535353535354,[1]
5.9595959595959584,-5.353535353535354,[1]
6.161616161616163,-5.353535353535354,[1]
6.363636363636363,-5.353535353535354,[1]
6.565656565656564,-5.353535353535354,[1]
6.767676767676768,-5.353535353535354,[1]
6.969696969696969,-5.353535353535354,[1]
7.171717171717173,-5.353535353535354,[1]
7.373737373737374,-5.353535353535354,[1]
7.575757575757574,-5.353535353535354,[1]
7.777777777777779,-5.353535353535354,[1]
7.979797979797979,-5.353535353535354,[1]
8.18181818181818,-5.353535353535354,[1]
8.383838383838384,-5.353535353535354,[1]
8.585858585858585,-5.353535353535354,[1]
8.787878787878789,-5.353535353535354,[1]
8.98989898989899,-5.353535353535354,[1]
9.19191919191919,-5.353535353535354,[1]
9.393939393939394,-5.353535353535354,[1]
9.595959595959595,-5.353535353535354,[1]
9.7979797979798,-5.353535353535354,[1]
10.0,-5.353535353535354,[1]
-10.0,-5.151515151515151,[3]
-9.797979797979798,-5.151515151515151,[3]
-9.595959595959595,-5.151515151515151,[3]
-9.393939393939394,-5.151515151515151,[3]
-9.191919191919192,-5.151515151515151,[3]
-8.98989898989899,-5.151515151515151,[3]
-8.787878787878787,-5.151515151515151,[3]
-8.585858585858587,-5.151515151515151,[3]
-8.383838383838384,-5.151515151515151,[3]
-8.181818181818182,-5.151515151515151,[3]
-7.979797979797979,-5.151515151515151,[3]
-7.777777777777778,-5.151515151515151,[3]
-7.575757575757576,-5.151515151515151,[3]
-7.373737373737374,-5.151515151515151,[3]
-7.171717171717171,-5.151515151515151,[3]
-6.96969696969697,-5.151515151515151,[3]
-6.767676767676768,-5.151515151515151,[3]
-6.565656565656566,-5.151515151515151,[3]
-6.363636363636363,-5.151515151515151,[3]
-6.161616161616162,-5.151515151515151,[3]
-5.959595959595959,-5.151515151515151,[3]
-5.757575757575758,-5.151515151515151,[3]
-5.555555555555555,-5.151515151515151,[0]
-5.353535353535354,-5.151515151515151,[0]
-5.151515151515151,-5.151515151515151,[0]
-4.94949494949495,-5.151515151515151,[0]
-4.747474747474747,-5.151515151515151,[0]
-4.545454545454546,-5.151515151515151,[0]
-4.343434343434343,-5.151515151515151,[0]
-4.141414141414142,-5.151515151515151,[0]
-3.9393939393939394,-5.151515151515151,[0]
-3.737373737373738,-5.151515151515151,[0]
-3.5353535353535355,-5.151515151515151,[0]
-3.333333333333333,-5.151515151515151,[0]
-3.1313131313131315,-5.151515151515151,[0]
-2.929292929292929,-5.151515151515151,[2]
-2.7272727272727275,-5.151515151515151,[2]
-2.525252525252525,-5.151515151515151,[2]
-2.3232323232323235,-5.151515151515151,[1]
-2.121212121212121,-5.151515151515151,[1]
-1.9191919191919187,-5.151515151515151,[1]
-1.717171717171718,-5.151515151515151,[1]
-1.5151515151515156,-5.151515151515151,[1]
-1.3131313131313131,-5.151515151515151,[1]
-1.1111111111111107,-5.151515151515151,[1]
-0.9090909090909101,-5.151515151515151,[1]
-0.7070707070707076,-5.151515151515151,[1]
-0.5050505050505052,-5.151515151515151,[1]
-0.30303030303030276,-5.151515151515151,[1]
-0.10101010101010033,-5.151515151515151,[1]
0.10101010101010033,-5.151515151515151,[1]
0.30303030303030276,-5.151515151515151,[1]
0.5050505050505052,-5.151515151515151,[1]
0.7070707070707076,-5.151515151515151,[1]
0.9090909090909083,-5.151515151515151,[1]
1.1111111111111107,-5.151515151515151,[1]
1.3131313131313131,-5.151515151515151,[1]
1.5151515151515156,-5.151515151515151,[1]
1.7171717171717162,-5.151515151515151,[1]
1.9191919191919187,-5.151515151515151,[1]
2.121212121212121,-5.151515151515151,[1]
2.3232323232323235,-5.151515151515151,[1]
2.525252525252524,-5.151515151515151,[1]
2.7272727272727266,-5.151515151515151,[1]
2.929292929292929,-5.151515151515151,[1]
3.1313131313131315,-5.151515151515151,[1]
3.333333333333334,-5.151515151515151,[1]
3.5353535353535346,-5.151515151515151,[1]
3.737373737373737,-5.151515151515151,[1]
3.9393939393939394,-5.151515151515151,[1]
4.141414141414142,-5.151515151515151,[1]
4.3434343434343425,-5.151515151515151,[1]
4.545454545454545,-5.151515151515151,[1]
4.747474747474747,-5.151515151515151,[1]
4.94949494949495,-5.151515151515151,[1]
5.1515151515151505,-5.151515151515151,[1]
5.353535353535353,-5.151515151515151,[1]
5.555555555555555,-5.151515151515151,[1]
5.757575757575758,-5.151515151515151,[1]
5.9595959595959584,-5.151515151515151,[1]
6.161616161616163,-5.151515151515151,[1]
6.363636363636363,-5.151515151515151,[1]
6.565656565656564,-5.151515151515151,[1]
6.767676767676768,-5.151515151515151,[1]
6.969696969696969,-5.151515151515151,[1]
7.171717171717173,-5.151515151515151,[1]
7.373737373737374,-5.151515151515151,[1]
7.575757575757574,-5.151515151515151,[1]
7.777777777777779,-5.151515151515151,[1]
7.979797979797979,-5.151515151515151,[1]
8.18181818181818,-5.151515151515151,[1]
8.383838383838384,-5.151515151515151,[1]
8.585858585858585,-5.151515151515151,[1]
8.787878787878789,-5.151515151515151,[1]
8.98989898989899,-5.151515151515151,[1]
9.19191919191919,-5.151515151515151,[1]
9.393939393939394,-5.151515151515151,[1]
9.595959595959595,-5.151515151515151,[1]
9.7979797979798,-5.151515151515151,[1]
10.0,-5.151515151515151,[1]
-10.0,-4.94949494949495,[3]
-9.797979797979798,-4.94949494949495,[3]
-9.595959595959595,-4.94949494949495,[3]
-9.393939393939394,-4.94949494949495,[3]
-9.191919191919192,-4.94949494949495,[3]
-8.98989898989899,-4.94949494949495,[3]
-8.787878787878787,-4.94949494949495,[3]
-8.585858585858587,-4.94949494949495,[3]
-8.383838383838384,-4.94949494949495,[3]
-8.181818181818182,-4.94949494949495,[3]
-7.979797979797979,-4.94949494949495,[3]
-7.777777777777778,-4.94949494949495,[3]
-7.575757575757576,-4.94949494949495,[3]
-7.373737373737374,-4.94949494949495,[3]
-7.171717171717171,-4.94949494949495,[3]
-6.96969696969697,-4.94949494949495,[3]
-6.767676767676768,-4.94949494949495,[3]
-6.565656565656566,-4.94949494949495,[3]
-6.363636363636363,-4.94949494949495,[3]
-6.161616161616162,-4.94949494949495,[3]
-5.959595959595959,-4.94949494949495,[3]
-5.757575757575758,-4.94949494949495,[3]
-5.555555555555555,-4.94949494949495,[3]
-5.353535353535354,-4.94949494949495,[0]
-5.151515151515151,-4.94949494949495,[0]
-4.94949494949495,-4.94949494949495,[0]
-4.747474747474747,-4.94949494949495,[0]
-4.545454545454546,-4.94949494949495,[0]
-4.343434343434343,-4.94949494949495,[0]
-4.141414141414142,-4.94949494949495,[0]
-3.9393939393939394,-4.94949494949495,[0]
-3.737373737373738,-4.94949494949495,[0]
-3.5353535353535355,-4.94949494949495,[0]
-3.333333333333333,-4.94949494949495,[0]
-3.1313131313131315,-4.94949494949495,[0]
-2.929292929292929,-4.94949494949495,[0]
-2.7272727272727275,-4.94949494949495,[2]
-2.525252525252525,-4.94949494949495,[2]
-2.3232323232323235,-4.94949494949495,[1]
-2.121212121212121,-4.94949494949495,[1]
-1.9191919191919187,-4.94949494949495,[1]
-1.717171717171718,-4.94949494949495,[1]
-1.5151515151515156,-4.94949494949495,[1]
-1.3131313131313131,-4.94949494949495,[1]
-1.1111111111111107,-4.94949494949495,[1]
-0.9090909090909101,-4.94949494949495,[1]
-0.7070707070707076,-4.94949494949495,[1]
-0.5050505050505052,-4.94949494949495,[1]
-0.30303030303030276,-4.94949494949495,[1]
-0.10101010101010033,-4.94949494949495,[1]
0.10101010101010033,-4.94949494949495,[1]
0.30303030303030276,-4.94949494949495,[1]
0.5050505050505052,-4.94949494949495,[1]
0.7070707070707076,-4.94949494949495,[1]
0.9090909090909083,-4.94949494949495,[1]
1.1111111111111107,-4.94949494949495,[1]
1.3131313131313131,-4.94949494949495,[1]
1.5151515151515156,-4.94949494949495,[1]
1.7171717171717162,-4.94949494949495,[1]
1.9191919191919187,-4.94949494949495,[1]
2.121212121212121,-4.94949494949495,[1]
2.3232323232323235,-4.94949494949495,[1]
2.525252525252524,-4.94949494949495,[1]
2.7272727272727266,-4.94949494949495,[1]
2.929292929292929,-4.94949494949495,[1]
3.1313131313131315,-4.94949494949495,[1]
3.333333333333334,-4.94949494949495,[1]
3.5353535353535346,-4.94949494949495,[1]
3.737373737373737,-4.94949494949495,[1]
3.9393939393939394,-4.94949494949495,[1]
4.141414141414142,-4.94949494949495,[1]
4.3434343434343425,-4.94949494949495,[1]
4.545454545454545,-4.94949494949495,[1]
4.747474747474747,-4.94949494949495,[1]
4.94949494949495,-4.94949494949495,[1]
5.1515151515151505,-4.94949494949495,[1]
5.353535353535353,-4.94949494949495,[1]
5.555555555555555,-4.94949494949495,[1]
5.757575757575758,-4.94949494949495,[1]
5.9595959595959584,-4.94949494949495,[1]
6.161616161616163,-4.94949494949495,[1]
6.363636363636363,-4.94949494949495,[1]
6.565656565656564,-4.94949494949495,[1]
6.767676767676768,-4.94949494949495,[1]
6.969696969696969,-4.94949494949495,[1]
7.171717171717173,-4.94949494949495,[1]
7.373737373737374,-4.94949494949495,[1]
7.575757575757574,-4.94949494949495,[1]
7.777777777777779,-4.94949494949495,[1]
7.979797979797979,-4.94949494949495,[1]
8.18181818181818,-4.94949494949495,[1]
8.383838383838384,-4.94949494949495,[1]
8.585858585858585,-4.94949494949495,[1]
8.787878787878789,-4.94949494949495,[1]
8.98989898989899,-4.94949494949495,[1]
9.19191919191919,-4.94949494949495,[1]
9.393939393939394,-4.94949494949495,[1]
9.595959595959595,-4.94949494949495,[1]
9.7979797979798,-4.94949494949495,[1]
10.0,-4.94949494949495,[1]
-10.0,-4.747474747474747,[3]
-9.797979797979798,-4.747474747474747,[3]
-9.595959595959595,-4.747474747474747,[3]
-9.393939393939394,-4.747474747474747,[3]
-9.191919191919192,-4.747474747474747,[3]
-8.98989898989899,-4.747474747474747,[3]
-8.787878787878787,-4.747474747474747,[3]
-8.585858585858587,-4.747474747474747,[3]
-8.383838383838384,-4.747474747474747,[3]
-8.181818181818182,-4.747474747474747,[3]
-7.979797979797979,-4.747474747474747,[3]
-7.777777777777778,-4.747474747474747,[3]
-7.575757575757576,-4.747474747474747,[3]
-7.373737373737374,-4.747474747474747,[3]
-7.171717171717171,-4.747474747474747,[3]
-6.96969696969697,-4.747474747474747,[3]
-6.767676767676768,-4.747474747474747,[3]
-6.565656565656566,-4.747474747474747,[3]
-6.363636363636363,-4.747474747474747,[3]
-6.161616161616162,-4.747474747474747,[3]
-5.959595959595959,-4.747474747474747,[3]
-5.757575757575758,-4.747474747474747,[3]
-5.555555555555555,-4.747474747474747,[3]
-5.353535353535354,-4.747474747474747,[3]
-5.151515151515151,-4.747474747474747,[0]
-4.94949494949495,-4.747474747474747,[0]
-4.747474747474747,-4.747474747474747,[0]
-4.545454545454546,-4.747474747474747,[0]
-4.343434343434343,-4.747474747474747,[0]
-4.141414141414142,-4.747474747474747,[0]
-3.9393939393939394,-4.747474747474747,[0]
-3.737373737373738,-4.747474747474747,[0]
-3.5353535353535355,-4.747474747474747,[0]
-3.333333333333333,-4.747474747474747,[0]
-3.1313131313131315,-4.747474747474747,[0]
-2.929292929292929,-4.747474747474747,[0]
-2.7272727272727275,-4.747474747474747,[0]
-2.525252525252525,-4.747474747474747,[2]
-2.3232323232323235,-4.747474747474747,[1]
-2.121212121212121,-4.747474747474747,[1]
-1.9191919191919187,-4.747474747474747,[1]
-1.717171717171718,-4.747474747474747,[1]
-1.5151515151515156,-4.747474747474747,[1]
-1.3131313131313131,-4.747474747474747,[1]
-1.1111111111111107,-4.747474747474747,[1]
-0.9090909090909101,-4.747474747474747,[1]
-0.7070707070707076,-4.747474747474747,[1]
-0.5050505050505052,-4.747474747474747,[1]
-0.30303030303030276,-4.747474747474747,[1]
-0.10101010101010033,-4.747474747474747,[1]
0.10101010101010033,-4.747474747474747,[1]
0.30303030303030276,-4.747474747474747,[1]
0.5050505050505052,-4.747474747474747,[1]
0.7070707070707076,-4.747474747474747,[1]
0.9090909090909083,-4.747474747474747,[1]
1.1111111111111107,-4.747474747474747,[1]
1.3131313131313131,-4.747474747474747,[1]
1.5151515151515156,-4.747474747474747,[1]
1.7171717171717162,-4.747474747474747,[1]
1.9191919191919187,-4.747474747474747,[1]
2.121212121212121,-4.747474747474747,[1]
2.3232323232323235,-4.747474747474747,[1]
2.525252525252524,-4.747474747474747,[1]
2.7272727272727266,-4.747474747474747,[1]
2.929292929292929,-4.747474747474747,[1]
3.1313131313131315,-4.747474747474747,[1]
3.333333333333334,-4.747474747474747,[1]
3.5353535353535346,-4.747474747474747,[1]
3.737373737373737,-4.747474747474747,[1]
3.9393939393939394,-4.747474747474747,[1]
4.141414141414142,-4.747474747474747,[1]
4.3434343434343425,-4.747474747474747,[1]
4.545454545454545,-4.747474747474747,[1]
4.747474747474747,-4.747474747474747,[1]
4.94949494949495,-4.747474747474747,[1]
5.1515151515151505,-4.747474747474747,[1]
5.353535353535353,-4.747474747474747,[1]
5.555555555555555,-4.747474747474747,[1]
5.757575757575758,-4.747474747474747,[1]
5.9595959595959584,-4.747474747474747,[1]
6.161616161616163,-4.747474747474747,[1]
6.363636363636363,-4.747474747474747,[1]
6.565656565656564,-4.747474747474747,[1]
6.767676767676768,-4.747474747474747,[1]
6.969696969696969,-4.747474747474747,[1]
7.171717171717173,-4.747474747474747,[1]
7.373737373737374,-4.747474747474747,[1]
7.575757575757574,-4.747474747474747,[1]
7.777777777777779,-4.747474747474747,[1]
7.979797979797979,-4.747474747474747,[1]
8.18181818181818,-4.747474747474747,[1]
8.383838383838384,-4.747474747474747,[1]
8.585858585858585,-4.747474747474747,[1]
8.787878787878789,-4.747474747474747,[1]
8.98989898989899,-4.747474747474747,[1]
9.19191919191919,-4.747474747474747,[1]
9.393939393939394,-4.747474747474747,[1]
9.595959595959595,-4.747474747474747,[1]
9.7979797979798,-4.747474747474747,[1]
10.0,-4.747474747474747,[1]
-10.0,-4.545454545454546,[3]
-9.797979797979798,-4.545454545454546,[3]
-9.595959595959595,-4.545454545454546,[3]
-9.393939393939394,-4.545454545454546,[3]
-9.191919191919192,-4.545454545454546,[3]
-8.98989898989899,-4.545454545454546,[3]
-8.787878787878787,-4.545454545454546,[3]
-8.585858585858587,-4.545454545454546,[3]
-8.383838383838384,-4.545454545454546,[3]
-8.181818181818182,-4.545454545454546,[3]
-7.979797979797979,-4.545454545454546,[3]
-7.777777777777778,-4.545454545454546,[3]
-7.575757575757576,-4.545454545454546,[3]
-7.373737373737374,-4.545454545454546,[3]
-7.171717171717171,-4.545454545454546,[3]
-6.96969696969697,-4.545454545454546,[3]
-6.767676767676768,-4.545454545454546,[3]
-6.565656565656566,-4.545454545454546,[3]
-6.363636363636363,-4.545454545454546,[3]
-6.161616161616162,-4.545454545454546,[3]
-5.959595959595959,-4.545454545454546,[3]
-5.757575757575758,-4.545454545454546,[3]
-5.555555555555555,-4.545454545454546,[3]
-5.353535353535354,-4.545454545454546,[3]
-5.151515151515151,-4.545454545454546,[3]
-4.94949494949495,-4.545454545454546,[0]
-4.747474747474747,-4.545454545454546,[0]
-4.545454545454546,-4.545454545454546,[0]
-4.343434343434343,-4.545454545454546,[0]
-4.141414141414142,-4.545454545454546,[0]
-3.9393939393939394,-4.545454545454546,[0]
-3.737373737373738,-4.545454545454546,[0]
-3.5353535353535355,-4.545454545454546,[0]
-3.333333333333333,-4.545454545454546,[0]
-3.1313131313131315,-4.545454545454546,[0]
-2.929292929292929,-4.545454545454546,[0]
-2.7272727272727275,-4.545454545454546,[0]
-2.525252525252525,-4.545454545454546,[0]
-2.3232323232323235,-4.545454545454546,[2]
-2.121212121212121,-4.545454545454546,[1]
-1.9191919191919187,-4.545454545454546,[1]
-1.717171717171718,-4.545454545454546,[1]
-1.5151515151515156,-4.545454545454546,[1]
-1.3131313131313131,-4.545454545454546,[1]
-1.1111111111111107,-4.545454545454546,[1]
-0.9090909090909101,-4.545454545454546,[1]
-0.7070707070707076,-4.545454545454546,[1]
-0.5050505050505052,-4.545454545454546,[1]
-0.30303030303030276,-4.545454545454546,[1]
-0.10101010101010033,-4.545454545454546,[1]
0.10101010101010033,-4.545454545454546,[1]
0.30303030303030276,-4.545454545454546,[1]
0.5050505050505052,-4.545454545454546,[1]
0.7070707070707076,-4.545454545454546,[1]
0.9090909090909083,-4.545454545454546,[1]
1.1111111111111107,-4.545454545454546,[1]
1.3131313131313131,-4.545454545454546,[1]
1.5151515151515156,-4.545454545454546,[1]
1.7171717171717162,-4.545454545454546,[1]
1.9191919191919187,-4.545454545454546,[1]
2.121212121212121,-4.545454545454546,[1]
2.3232323232323235,-4.545454545454546,[1]
2.525252525252524,-4.545454545454546,[1]
2.7272727272727266,-4.545454545454546,[1]
2.929292929292929,-4.545454545454546,[1]
3.1313131313131315,-4.545454545454546,[1]
3.333333333333334,-4.545454545454546,[1]
3.5353535353535346,-4.545454545454546,[1]
3.737373737373737,-4.545454545454546,[1]
3.9393939393939394,-4.545454545454546,[1]
4.141414141414142,-4.545454545454546,[1]
4.3434343434343425,-4.545454545454546,[1]
4.545454545454545,-4.545454545454546,[1]
4.747474747474747,-4.545454545454546,[1]
4.94949494949495,-4.545454545454546,[1]
5.1515151515151505,-4.545454545454546,[1]
5.353535353535353,-4.545454545454546,[1]
5.555555555555555,-4.545454545454546,[1]
5.757575757575758,-4.545454545454546,[1]
5.9595959595959584,-4.545454545454546,[1]
6.161616161616163,-4.545454545454546,[1]
6.363636363636363,-4.545454545454546,[1]
6.565656565656564,-4.545454545454546,[1]
6.767676767676768,-4.545454545454546,[1]
6.969696969696969,-4.545454545454546,[1]
7.171717171717173,-4.545454545454546,[1]
7.373737373737374,-4.545454545454546,[1]
7.575757575757574,-4.545454545454546,[1]
7.777777777777779,-4.545454545454546,[1]
7.979797979797979,-4.545454545454546,[1]
8.18181818181818,-4.545454545454546,[1]
8.383838383838384,-4.545454545454546,[1]
8.585858585858585,-4.545454545454546,[1]
8.787878787878789,-4.545454545454546,[1]
8.98989898989899,-4.545454545454546,[1]
9.19191919191919,-4.545454545454546,[1]
9.393939393939394,-4.545454545454546,[1]
9.595959595959595,-4.545454545454546,[1]
9.7979797979798,-4.545454545454546,[1]
10.0,-4.545454545454546,[1]
-10.0,-4.343434343434343,[3]
-9.797979797979798,-4.343434343434343,[3]
-9.595959595959595,-4.343434343434343,[3]
-9.393939393939394,-4.343434343434343,[3]
-9.191919191919192,-4.343434343434343,[3]
-8.98989898989899,-4.343434343434343,[3]
-8.787878787878787,-4.343434343434343,[3]
-8.585858585858587,-4.343434343434343,[3]
-8.383838383838384,-4.343434343434343,[3]
-8.181818181818182,-4.343434343434343,[3]
-7.979797979797979,-4.343434343434343,[3]
-7.777777777777778,-4.343434343434343,[3]
-7.575757575757576,-4.343434343434343,[3]
-7.373737373737374,-4.343434343434343,[3]
-7.171717171717171,-4.343434343434343,[3]
-6.96969696969697,-4.343434343434343,[3]
-6.767676767676768,-4.343434343434343,[3]
-6.565656565656566,-4.343434343434343,[3]
-6.363636363636363,-4.343434343434343,[3]
-6.161616161616162,-4.343434343434343,[3]
-5.959595959595959,-4.343434343434343,[3]
-5.757575757575758,-4.343434343434343,[3]
-5.555555555555555,-4.343434343434343,[3]
-5.353535353535354,-4.343434343434343,[3]
-5.151515151515151,-4.343434343434343,[3]
-4.94949494949495,-4.343434343434343,[3]
-4.747474747474747,-4.343434343434343,[0]
-4.545454545454546,-4.343434343434343,[0]
-4.343434343434343,-4.343434343434343,[0]
-4.141414141414142,-4.343434343434343,[0]
-3.9393939393939394,-4.343434343434343,[0]
-3.737373737373738,-4.343434343434343,[0]
-3.5353535353535355,-4.343434343434343,[0]
-3.333333333333333,-4.343434343434343,[0]
-3.1313131313131315,-4.343434343434343,[0]
-2.929292929292929,-4.343434343434343,[0]
-2.7272727272727275,-4.343434343434343,[0]
-2.525252525252525,-4.343434343434343,[0]
-2.3232323232323235,-4.343434343434343,[0]
-2.121212121212121,-4.343434343434343,[1]
-1.9191919191919187,-4.343434343434343,[1]
-1.717171717171718,-4.343434343434343,[1]
-1.5151515151515156,-4.343434343434343,[1]
-1.3131313131313131,-4.343434343434343,[1]
-1.1111111111111107,-4.343434343434343,[1]
-0.9090909090909101,-4.343434343434343,[1]
-0.7070707070707076,-4.343434343434343,[1]
-0.5050505050505052,-4.343434343434343,[1]
-0.30303030303030276,-4.343434343434343,[1]
-0.10101010101010033,-4.343434343434343,[1]
0.10101010101010033,-4.343434343434343,[1]
0.30303030303030276,-4.343434343434343,[1]
0.5050505050505052,-4.343434343434343,[1]
0.7070707070707076,-4.343434343434343,[1]
0.9090909090909083,-4.343434343434343,[1]
1.1111111111111107,-4.343434343434343,[1]
1.3131313131313131,-4.343434343434343,[1]
1.5151515151515156,-4.343434343434343,[1]
1.7171717171717162,-4.343434343434343,[1]
1.9191919191919187,-4.343434343434343,[1]
2.121212121212121,-4.343434343434343,[1]
2.3232323232323235,-4.343434343434343,[1]
2.525252525252524,-4.343434343434343,[1]
2.7272727272727266,-4.343434343434343,[1]
2.929292929292929,-4.343434343434343,[1]
3.1313131313131315,-4.343434343434343,[1]
3.333333333333334,-4.343434343434343,[1]
3.5353535353535346,-4.343434343434343,[1]
3.737373737373737,-4.343434343434343,[1]
3.9393939393939394,-4.343434343434343,[1]
4.141414141414142,-4.343434343434343,[1]
4.3434343434343425,-4.343434343434343,[1]
4.545454545454545,-4.343434343434343,[1]
4.747474747474747,-4.343434343434343,[1]
4.94949494949495,-4.343434343434343,[1]
5.1515151515151505,-4.343434343434343,[1]
5.353535353535353,-4.343434343434343,[1]
5.555555555555555,-4.343434343434343,[1]
5.757575757575758,-4.343434343434343,[1]
5.9595959595959584,-4.343434343434343,[1]
6.161616161616163,-4.343434343434343,[1]
6.363636363636363,-4.343434343434343,[1]
6.565656565656564,-4.343434343434343,[1]
6.767676767676768,-4.343434343434343,[1]
6.969696969696969,-4.343434343434343,[1]
7.171717171717173,-4.343434343434343,[1]
7.373737373737374,-4.343434343434343,[1]
7.575757575757574,-4.343434343434343,[1]
7.777777777777779,-4.343434343434343,[1]
7.979797979797979,-4.343434343434343,[1]
8.18181818181818,-4.343434343434343,[1]
8.383838383838384,-4.343434343434343,[1]
8.585858585858585,-4.343434343434343,[1]
8.787878787878789,-4.343434343434343,[1]
8.98989898989899,-4.343434343434343,[1]
9.19191919191919,-4.343434343434343,[1]
9.393939393939394,-4.343434343434343,[1]
9.595959595959595,-4.343434343434343,[1]
9.7979797979798,-4.343434343434343,[1]
10.0,-4.343434343434343,[1]
-10.0,-4.141414141414142,[3]
-9.797979797979798,-4.141414141414142,[3]
-9.595959595959595,-4.141414141414142,[3]
-9.393939393939394,-4.141414141414142,[3]
-9.191919191919192,-4.141414141414142,[3]
-8.98989898989899,-4.141414141414142,[3]
-8.787878787878787,-4.141414141414142,[3]
-8.585858585858587,-4.141414141414142,[3]
-8.383838383838384,-4.141414141414142,[3]
-8.181818181818182,-4.141414141414142,[3]
-7.979797979797979,-4.141414141414142,[3]
-7.777777777777778,-4.141414141414142,[3]
-7.575757575757576,-4.141414141414142,[3]
-7.373737373737374,-4.141414141414142,[3]
-7.171717171717171,-4.141414141414142,[3]
-6.96969696969697,-4.141414141414142,[3]
-6.767676767676768,-4.141414141414142,[3]
-6.565656565656566,-4.141414141414142,[3]
-6.363636363636363,-4.141414141414142,[3]
-6.161616161616162,-4.141414141414142,[3]
-5.959595959595959,-4.141414141414142,[3]
-5.757575757575758,-4.141414141414142,[3]
-5.555555555555555,-4.141414141414142,[3]
-5.353535353535354,-4.141414141414142,[3]
-5.151515151515151,-4.141414141414142,[3]
-4.94949494949495,-4.141414141414142,[3]
-4.747474747474747,-4.141414141414142,[3]
-4.545454545454546,-4.141414141414142,[0]
-4.343434343434343,-4.141414141414142,[0]
-4.141414141414142,-4.141414141414142,[0]
-3.9393939393939394,-4.141414141414142,[0]
-3.737373737373738,-4.141414141414142,[0]
-3.5353535353535355,-4.141414141414142,[0]
-3.333333333333333,-4.141414141414142,[0]
-3.1313131313131315,-4.141414141414142,[0]
-2.929292929292929,-4.141414141414142,[0]
