vel_y_space,angle,action
5.353535353535353,-6.1560707070707075,[0]
5.555555555555555,-6.1560707070707075,[0]
5.757575757575758,-6.1560707070707075,[0]
5.9595959595959584,-6.1560707070707075,[0]
6.161616161616163,-6.1560707070707075,[0]
6.363636363636363,-6.1560707070707075,[0]
6.565656565656564,-6.1560707070707075,[0]
6.767676767676768,-6.1560707070707075,[0]
6.969696969696969,-6.1560707070707075,[0]
7.171717171717173,-6.1560707070707075,[0]
7.373737373737374,-6.1560707070707075,[0]
7.575757575757574,-6.1560707070707075,[0]
7.777777777777779,-6.1560707070707075,[0]
7.979797979797979,-6.1560707070707075,[0]
8.18181818181818,-6.1560707070707075,[0]
8.383838383838384,-6.1560707070707075,[0]
8.585858585858585,-6.1560707070707075,[0]
8.787878787878789,-6.1560707070707075,[0]
8.98989898989899,-6.1560707070707075,[0]
9.19191919191919,-6.1560707070707075,[0]
9.393939393939394,-6.1560707070707075,[0]
9.595959595959595,-6.1560707070707075,[0]
9.7979797979798,-6.1560707070707075,[0]
10.0,-6.1560707070707075,[0]
-10.0,-6.029141414141415,[2]
-9.797979797979798,-6.029141414141415,[2]
-9.595959595959595,-6.029141414141415,[2]
-9.393939393939394,-6.029141414141415,[2]
-9.191919191919192,-6.029141414141415,[2]
-8.98989898989899,-6.029141414141415,[2]
-8.787878787878787,-6.029141414141415,[2]
-8.585858585858587,-6.029141414141415,[2]
-8.383838383838384,-6.029141414141415,[2]
-8.181818181818182,-6.029141414141415,[2]
-7.979797979797979,-6.029141414141415,[2]
-7.777777777777778,-6.029141414141415,[2]
-7.575757575757576,-6.029141414141415,[2]
-7.373737373737374,-6.029141414141415,[2]
-7.171717171717171,-6.029141414141415,[2]
-6.96969696969697,-6.029141414141415,[2]
-6.767676767676768,-6.029141414141415,[2]
-6.565656565656566,-6.029141414141415,[2]
-6.363636363636363,-6.029141414141415,[2]
-6.161616161616162,-6.029141414141415,[2]
-5.959595959595959,-6.029141414141415,[2]
-5.757575757575758,-6.029141414141415,[2]
-5.555555555555555,-6.029141414141415,[2]
-5.353535353535354,-6.029141414141415,[2]
-5.151515151515151,-6.029141414141415,[2]
-4.94949494949495,-6.029141414141415,[2]
-4.747474747474747,-6.029141414141415,[2]
-4.545454545454546,-6.029141414141415,[2]
-4.343434343434343,-6.029141414141415,[2]
-4.141414141414142,-6.029141414141415,[2]
-3.9393939393939394,-6.029141414141415,[2]
-3.737373737373738,-6.029141414141415,[2]
-3.5353535353535355,-6.029141414141415,[2]
-3.333333333333333,-6.029141414141415,[2]
-3.1313131313131315,-6.029141414141415,[2]
-2.929292929292929,-6.029141414141415,[2]
-2.7272727272727275,-6.029141414141415,[2]
-2.525252525252525,-6.029141414141415,[2]
-2.3232323232323235,-6.029141414141415,[2]
-2.121212121212121,-6.029141414141415,[2]
-1.9191919191919187,-6.029141414141415,[2]
-1.717171717171718,-6.029141414141415,[2]
-1.5151515151515156,-6.029141414141415,[2]
-1.3131313131313131,-6.029141414141415,[1]
-1.1111111111111107,-6.029141414141415,[1]
-0.9090909090909101,-6.029141414141415,[1]
-0.7070707070707076,-6.029141414141415,[1]
-0.5050505050505052,-6.029141414141415,[1]
-0.30303030303030276,-6.029141414141415,[1]
-0.10101010101010033,-6.029141414141415,[1]
0.10101010101010033,-6.029141414141415,[1]
0.30303030303030276,-6.029141414141415,[1]
0.5050505050505052,-6.029141414141415,[1]
0.7070707070707076,-6.029141414141415,[1]
0.9090909090909083,-6.029141414141415,[1]
1.1111111111111107,-6.029141414141415,[1]
1.3131313131313131,-6.029141414141415,[1]
1.5151515151515156,-6.029141414141415,[1]
1.7171717171717162,-6.029141414141415,[1]
1.9191919191919187,-6.029141414141415,[1]
2.121212121212121,-6.029141414141415,[1]
2.3232323232323235,-6.029141414141415,[1]
2.525252525252524,-6.029141414141415,[1]
2.7272727272727266,-6.029141414141415,[0]
2.929292929292929,-6.029141414141415,[0]
3.1313131313131315,-6.029141414141415,[0]
3.333333333333334,-6.029141414141415,[0]
3.5353535353535346,-6.029141414141415,[0]
3.737373737373737,-6.029141414141415,[0]
3.9393939393939394,-6.029141414141415,[0]
4.141414141414142,-6.029141414141415,[0]
4.3434343434343425,-6.029141414141415,[0]
4.545454545454545,-6.029141414141415,[0]
4.747474747474747,-6.029141414141415,[0]
4.94949494949495,-6.029141414141415,[0]
5.1515151515151505,-6.029141414141415,[0]
5.353535353535353,-6.029141414141415,[0]
5.555555555555555,-6.029141414141415,[0]
5.757575757575758,-6.029141414141415,[0]
5.9595959595959584,-6.029141414141415,[0]
6.161616161616163,-6.029141414141415,[0]
6.363636363636363,-6.029141414141415,[0]
6.565656565656564,-6.029141414141415,[0]
6.767676767676768,-6.029141414141415,[0]
6.969696969696969,-6.029141414141415,[0]
7.171717171717173,-6.029141414141415,[0]
7.373737373737374,-6.029141414141415,[0]
7.575757575757574,-6.029141414141415,[0]
7.777777777777779,-6.029141414141415,[0]
7.979797979797979,-6.029141414141415,[0]
8.18181818181818,-6.029141414141415,[0]
8.383838383838384,-6.029141414141415,[0]
8.585858585858585,-6.029141414141415,[0]
8.787878787878789,-6.029141414141415,[0]
8.98989898989899,-6.029141414141415,[0]
9.19191919191919,-6.029141414141415,[0]
9.393939393939394,-6.029141414141415,[0]
9.595959595959595,-6.029141414141415,[0]
9.7979797979798,-6.029141414141415,[0]
10.0,-6.029141414141415,[0]
-10.0,-5.902212121212122,[2]
-9.797979797979798,-5.902212121212122,[2]
-9.595959595959595,-5.902212121212122,[2]
-9.393939393939394,-5.902212121212122,[2]
-9.191919191919192,-5.902212121212122,[2]
-8.98989898989899,-5.902212121212122,[2]
-8.787878787878787,-5.902212121212122,[2]
-8.585858585858587,-5.902212121212122,[2]
-8.383838383838384,-5.902212121212122,[2]
-8.181818181818182,-5.902212121212122,[2]
-7.979797979797979,-5.902212121212122,[2]
-7.777777777777778,-5.902212121212122,[2]
-7.575757575757576,-5.902212121212122,[2]
-7.373737373737374,-5.902212121212122,[2]
-7.171717171717171,-5.902212121212122,[2]
-6.96969696969697,-5.902212121212122,[2]
-6.767676767676768,-5.902212121212122,[2]
-6.565656565656566,-5.902212121212122,[2]
-6.363636363636363,-5.902212121212122,[2]
-6.161616161616162,-5.902212121212122,[2]
-5.959595959595959,-5.902212121212122,[2]
-5.757575757575758,-5.902212121212122,[2]
-5.555555555555555,-5.902212121212122,[2]
-5.353535353535354,-5.902212121212122,[2]
-5.151515151515151,-5.902212121212122,[2]
-4.94949494949495,-5.902212121212122,[2]
-4.747474747474747,-5.902212121212122,[2]
-4.545454545454546,-5.902212121212122,[2]
-4.343434343434343,-5.902212121212122,[2]
-4.141414141414142,-5.902212121212122,[2]
-3.9393939393939394,-5.902212121212122,[2]
-3.737373737373738,-5.902212121212122,[2]
-3.5353535353535355,-5.902212121212122,[2]
