vel_y_space,angle,action
2.3232323232323235,-3.7444141414141416,[0]
2.525252525252524,-3.7444141414141416,[0]
2.7272727272727266,-3.7444141414141416,[0]
2.929292929292929,-3.7444141414141416,[0]
3.1313131313131315,-3.7444141414141416,[0]
3.333333333333334,-3.7444141414141416,[0]
3.5353535353535346,-3.7444141414141416,[0]
3.737373737373737,-3.7444141414141416,[0]
3.9393939393939394,-3.7444141414141416,[0]
4.141414141414142,-3.7444141414141416,[0]
4.3434343434343425,-3.7444141414141416,[0]
4.545454545454545,-3.7444141414141416,[0]
4.747474747474747,-3.7444141414141416,[0]
4.94949494949495,-3.7444141414141416,[0]
5.1515151515151505,-3.7444141414141416,[0]
5.353535353535353,-3.7444141414141416,[0]
5.555555555555555,-3.7444141414141416,[0]
5.757575757575758,-3.7444141414141416,[0]
5.9595959595959584,-3.7444141414141416,[0]
6.161616161616163,-3.7444141414141416,[0]
6.363636363636363,-3.7444141414141416,[0]
6.565656565656564,-3.7444141414141416,[0]
6.767676767676768,-3.7444141414141416,[0]
6.969696969696969,-3.7444141414141416,[0]
7.171717171717173,-3.7444141414141416,[0]
7.373737373737374,-3.7444141414141416,[0]
7.575757575757574,-3.7444141414141416,[0]
7.777777777777779,-3.7444141414141416,[0]
7.979797979797979,-3.7444141414141416,[0]
8.18181818181818,-3.7444141414141416,[0]
8.383838383838384,-3.7444141414141416,[0]
8.585858585858585,-3.7444141414141416,[0]
8.787878787878789,-3.7444141414141416,[0]
8.98989898989899,-3.7444141414141416,[0]
9.19191919191919,-3.7444141414141416,[0]
9.393939393939394,-3.7444141414141416,[0]
9.595959595959595,-3.7444141414141416,[0]
9.7979797979798,-3.7444141414141416,[0]
10.0,-3.7444141414141416,[0]
-10.0,-3.6174848484848483,[2]
-9.797979797979798,-3.6174848484848483,[2]
-9.595959595959595,-3.6174848484848483,[2]
-9.393939393939394,-3.6174848484848483,[2]
-9.191919191919192,-3.6174848484848483,[2]
-8.98989898989899,-3.6174848484848483,[2]
-8.787878787878787,-3.6174848484848483,[2]
-8.585858585858587,-3.6174848484848483,[2]
-8.383838383838384,-3.6174848484848483,[2]
-8.181818181818182,-3.6174848484848483,[2]
-7.979797979797979,-3.6174848484848483,[2]
-7.777777777777778,-3.6174848484848483,[2]
-7.575757575757576,-3.6174848484848483,[2]
-7.373737373737374,-3.6174848484848483,[2]
-7.171717171717171,-3.6174848484848483,[2]
-6.96969696969697,-3.6174848484848483,[2]
-6.767676767676768,-3.6174848484848483,[2]
-6.565656565656566,-3.6174848484848483,[2]
-6.363636363636363,-3.6174848484848483,[2]
-6.161616161616162,-3.6174848484848483,[2]
-5.959595959595959,-3.6174848484848483,[2]
-5.757575757575758,-3.6174848484848483,[2]
-5.555555555555555,-3.6174848484848483,[2]
-5.353535353535354,-3.6174848484848483,[2]
-5.151515151515151,-3.6174848484848483,[2]
-4.94949494949495,-3.6174848484848483,[2]
-4.747474747474747,-3.6174848484848483,[2]
-4.545454545454546,-3.6174848484848483,[2]
-4.343434343434343,-3.6174848484848483,[2]
-4.141414141414142,-3.6174848484848483,[2]
-3.9393939393939394,-3.6174848484848483,[2]
-3.737373737373738,-3.6174848484848483,[2]
-3.5353535353535355,-3.6174848484848483,[2]
-3.333333333333333,-3.6174848484848483,[2]
-3.1313131313131315,-3.6174848484848483,[2]
-2.929292929292929,-3.6174848484848483,[2]
-2.7272727272727275,-3.6174848484848483,[2]
-2.525252525252525,-3.6174848484848483,[2]
-2.3232323232323235,-3.6174848484848483,[2]
-2.121212121212121,-3.6174848484848483,[2]
-1.9191919191919187,-3.6174848484848483,[2]
-1.717171717171718,-3.6174848484848483,[2]
-1.5151515151515156,-3.6174848484848483,[2]
-1.3131313131313131,-3.6174848484848483,[2]
-1.1111111111111107,-3.6174848484848483,[2]
-0.9090909090909101,-3.6174848484848483,[2]
-0.7070707070707076,-3.6174848484848483,[1]
-0.5050505050505052,-3.6174848484848483,[1]
-0.30303030303030276,-3.6174848484848483,[1]
-0.10101010101010033,-3.6174848484848483,[1]
0.10101010101010033,-3.6174848484848483,[1]
0.30303030303030276,-3.6174848484848483,[1]
0.5050505050505052,-3.6174848484848483,[1]
0.7070707070707076,-3.6174848484848483,[1]
0.9090909090909083,-3.6174848484848483,[1]
1.1111111111111107,-3.6174848484848483,[1]
1.3131313131313131,-3.6174848484848483,[1]
1.5151515151515156,-3.6174848484848483,[1]
1.7171717171717162,-3.6174848484848483,[0]
1.9191919191919187,-3.6174848484848483,[0]
2.121212121212121,-3.6174848484848483,[0]
2.3232323232323235,-3.6174848484848483,[0]
2.525252525252524,-3.6174848484848483,[0]
2.7272727272727266,-3.6174848484848483,[0]
2.929292929292929,-3.6174848484848483,[0]
3.1313131313131315,-3.6174848484848483,[0]
3.333333333333334,-3.6174848484848483,[0]
3.5353535353535346,-3.6174848484848483,[0]
3.737373737373737,-3.6174848484848483,[0]
3.9393939393939394,-3.6174848484848483,[0]
4.141414141414142,-3.6174848484848483,[0]
4.3434343434343425,-3.6174848484848483,[0]
4.545454545454545,-3.6174848484848483,[0]
4.747474747474747,-3.6174848484848483,[0]
4.94949494949495,-3.6174848484848483,[0]
5.1515151515151505,-3.6174848484848483,[0]
5.353535353535353,-3.6174848484848483,[0]
5.555555555555555,-3.6174848484848483,[0]
5.757575757575758,-3.6174848484848483,[0]
5.9595959595959584,-3.6174848484848483,[0]
6.161616161616163,-3.6174848484848483,[0]
6.363636363636363,-3.6174848484848483,[0]
6.565656565656564,-3.6174848484848483,[0]
6.767676767676768,-3.6174848484848483,[0]
6.969696969696969,-3.6174848484848483,[0]
7.171717171717173,-3.6174848484848483,[0]
7.373737373737374,-3.6174848484848483,[0]
7.575757575757574,-3.6174848484848483,[0]
7.777777777777779,-3.6174848484848483,[0]
7.979797979797979,-3.6174848484848483,[0]
8.18181818181818,-3.6174848484848483,[0]
8.383838383838384,-3.6174848484848483,[0]
8.585858585858585,-3.6174848484848483,[0]
8.787878787878789,-3.6174848484848483,[0]
8.98989898989899,-3.6174848484848483,[0]
9.19191919191919,-3.6174848484848483,[0]
9.393939393939394,-3.6174848484848483,[0]
9.595959595959595,-3.6174848484848483,[0]
9.7979797979798,-3.6174848484848483,[0]
10.0,-3.6174848484848483,[0]
-10.0,-3.4905555555555554,[2]
-9.797979797979798,-3.4905555555555554,[2]
-9.595959595959595,-3.4905555555555554,[2]
-9.393939393939394,-3.4905555555555554,[2]
-9.191919191919192,-3.4905555555555554,[2]
-8.98989898989899,-3.4905555555555554,[2]
-8.787878787878787,-3.4905555555555554,[2]
-8.585858585858587,-3.4905555555555554,[2]
-8.383838383838384,-3.4905555555555554,[2]
-8.181818181818182,-3.4905555555555554,[2]
-7.979797979797979,-3.4905555555555554,[2]
-7.777777777777778,-3.4905555555555554,[2]
-7.575757575757576,-3.4905555555555554,[2]
-7.373737373737374,-3.4905555555555554,[2]
-7.171717171717171,-3.4905555555555554,[2]
-6.96969696969697,-3.4905555555555554,[2]
-6.767676767676768,-3.4905555555555554,[2]
-6.565656565656566,-3.4905555555555554,[2]
-6.363636363636363,-3.4905555555555554,[2]
-6.161616161616162,-3.4905555555555554,[2]
-5.959595959595959,-3.4905555555555554,[2]
-5.757575757575758,-3.4905555555555554,[2]
-5.555555555555555,-3.4905555555555554,[2]
-5.353535353535354,-3.4905555555555554,[2]
-5.151515151515151,-3.4905555555555554,[2]
-4.94949494949495,-3.4905555555555554,[2]
-4.747474747474747,-3.4905555555555554,[2]
-4.545454545454546,-3.4905555555555554,[2]
-4.343434343434343,-3.4905555555555554,[2]
-4.141414141414142,-3.4905555555555554,[2]
-3.9393939393939394,-3.4905555555555554,[2]
-3.737373737373738,-3.4905555555555554,[2]
-3.5353535353535355,-3.4905555555555554,[2]
-3.333333333333333,-3.4905555555555554,[2]
-3.1313131313131315,-3.4905555555555554,[2]
-2.929292929292929,-3.4905555555555554,[2]
-2.7272727272727275,-3.4905555555555554,[2]
-2.525252525252525,-3.4905555555555554,[2]
-2.3232323232323235,-3.4905555555555554,[2]
-2.121212121212121,-3.4905555555555554,[2]
-1.9191919191919187,-3.4905555555555554,[2]
-1.717171717171718,-3.4905555555555554,[2]
-1.5151515151515156,-3.4905555555555554,[2]
-1.3131313131313131,-3.4905555555555554,[2]
-1.1111111111111107,-3.4905555555555554,[2]
-0.9090909090909101,-3.4905555555555554,[2]
-0.7070707070707076,-3.4905555555555554,[1]
-0.5050505050505052,-3.4905555555555554,[1]
-0.30303030303030276,-3.4905555555555554,[1]
-0.10101010101010033,-3.4905555555555554,[1]
0.10101010101010033,-3.4905555555555554,[1]
0.30303030303030276,-3.4905555555555554,[1]
0.5050505050505052,-3.4905555555555554,[1]
0.7070707070707076,-3.4905555555555554,[1]
0.9090909090909083,-3.4905555555555554,[1]
1.1111111111111107,-3.4905555555555554,[1]
1.3131313131313131,-3.4905555555555554,[1]
1.5151515151515156,-3.4905555555555554,[0]
1.7171717171717162,-3.4905555555555554,[0]
1.9191919191919187,-3.4905555555555554,[0]
2.121212121212121,-3.4905555555555554,[0]
2.3232323232323235,-3.4905555555555554,[0]
2.525252525252524,-3.4905555555555554,[0]
2.7272727272727266,-3.4905555555555554,[0]
2.929292929292929,-3.4905555555555554,[0]
3.1313131313131315,-3.4905555555555554,[0]
3.333333333333334,-3.4905555555555554,[0]
3.5353535353535346,-3.4905555555555554,[0]
3.737373737373737,-3.4905555555555554,[0]
3.9393939393939394,-3.4905555555555554,[0]
4.141414141414142,-3.4905555555555554,[0]
4.3434343434343425,-3.4905555555555554,[0]
4.545454545454545,-3.4905555555555554,[0]
4.747474747474747,-3.4905555555555554,[0]
4.94949494949495,-3.4905555555555554,[0]
5.1515151515151505,-3.4905555555555554,[0]
5.353535353535353,-3.4905555555555554,[0]
5.555555555555555,-3.4905555555555554,[0]
5.757575757575758,-3.4905555555555554,[0]
5.9595959595959584,-3.4905555555555554,[0]
6.161616161616163,-3.4905555555555554,[0]
6.363636363636363,-3.4905555555555554,[0]
6.565656565656564,-3.4905555555555554,[0]
6.767676767676768,-3.4905555555555554,[0]
6.969696969696969,-3.4905555555555554,[0]
7.171717171717173,-3.4905555555555554,[0]
7.373737373737374,-3.4905555555555554,[0]
7.575757575757574,-3.4905555555555554,[0]
7.777777777777779,-3.4905555555555554,[0]
7.979797979797979,-3.4905555555555554,[0]
8.18181818181818,-3.4905555555555554,[0]
8.383838383838384,-3.4905555555555554,[0]
8.585858585858585,-3.4905555555555554,[0]
8.787878787878789,-3.4905555555555554,[0]
8.98989898989899,-3.4905555555555554,[0]
9.19191919191919,-3.4905555555555554,[0]
9.393939393939394,-3.4905555555555554,[0]
9.595959595959595,-3.4905555555555554,[0]
9.7979797979798,-3.4905555555555554,[0]
10.0,-3.4905555555555554,[0]
-10.0,-3.3636262626262625,[2]
-9.797979797979798,-3.3636262626262625,[2]
-9.595959595959595,-3.3636262626262625,[2]
-9.393939393939394,-3.3636262626262625,[2]
-9.191919191919192,-3.3636262626262625,[2]
-8.98989898989899,-3.3636262626262625,[2]
-8.787878787878787,-3.3636262626262625,[2]
-8.585858585858587,-3.3636262626262625,[2]
-8.383838383838384,-3.3636262626262625,[2]
-8.181818181818182,-3.3636262626262625,[2]
-7.979797979797979,-3.3636262626262625,[2]
-7.777777777777778,-3.3636262626262625,[2]
-7.575757575757576,-3.3636262626262625,[2]
-7.373737373737374,-3.3636262626262625,[2]
-7.171717171717171,-3.3636262626262625,[2]
-6.96969696969697,-3.3636262626262625,[2]
-6.767676767676768,-3.3636262626262625,[2]
-6.565656565656566,-3.3636262626262625,[2]
-6.363636363636363,-3.3636262626262625,[2]
-6.161616161616162,-3.3636262626262625,[2]
-5.959595959595959,-3.3636262626262625,[2]
-5.757575757575758,-3.3636262626262625,[2]
-5.555555555555555,-3.3636262626262625,[2]
-5.353535353535354,-3.3636262626262625,[2]
-5.151515151515151,-3.3636262626262625,[2]
-4.94949494949495,-3.3636262626262625,[2]
-4.747474747474747,-3.3636262626262625,[2]
-4.545454545454546,-3.3636262626262625,[2]
-4.343434343434343,-3.3636262626262625,[2]
-4.141414141414142,-3.3636262626262625,[2]
-3.9393939393939394,-3.3636262626262625,[2]
-3.737373737373738,-3.3636262626262625,[2]
-3.5353535353535355,-3.3636262626262625,[2]
-3.333333333333333,-3.3636262626262625,[2]
-3.1313131313131315,-3.3636262626262625,[2]
-2.929292929292929,-3.3636262626262625,[2]
-2.7272727272727275,-3.3636262626262625,[2]
-2.525252525252525,-3.3636262626262625,[2]
-2.3232323232323235,-3.3636262626262625,[2]
-2.121212121212121,-3.3636262626262625,[2]
-1.9191919191919187,-3.3636262626262625,[2]
-1.717171717171718,-3.3636262626262625,[2]
-1.5151515151515156,-3.3636262626262625,[2]
-1.3131313131313131,-3.3636262626262625,[2]
-1.1111111111111107,-3.3636262626262625,[2]
-0.9090909090909101,-3.3636262626262625,[2]
-0.7070707070707076,-3.3636262626262625,[1]
-0.5050505050505052,-3.3636262626262625,[1]
-0.30303030303030276,-3.3636262626262625,[1]
-0.10101010101010033,-3.3636262626262625,[1]
0.10101010101010033,-3.3636262626262625,[1]
0.30303030303030276,-3.3636262626262625,[1]
0.5050505050505052,-3.3636262626262625,[1]
0.7070707070707076,-3.3636262626262625,[1]
0.9090909090909083,-3.3636262626262625,[1]
1.1111111111111107,-3.3636262626262625,[1]
1.3131313131313131,-3.3636262626262625,[1]
1.5151515151515156,-3.3636262626262625,[0]
1.7171717171717162,-3.3636262626262625,[0]
1.9191919191919187,-3.3636262626262625,[0]
2.121212121212121,-3.3636262626262625,[0]
2.3232323232323235,-3.3636262626262625,[0]
2.525252525252524,-3.3636262626262625,[0]
2.7272727272727266,-3.3636262626262625,[0]
2.929292929292929,-3.3636262626262625,[0]
3.1313131313131315,-3.3636262626262625,[0]
3.333333333333334,-3.3636262626262625,[0]
3.5353535353535346,-3.3636262626262625,[0]
3.737373737373737,-3.3636262626262625,[0]
3.9393939393939394,-3.3636262626262625,[0]
4.141414141414142,-3.3636262626262625,[0]
4.3434343434343425,-3.3636262626262625,[0]
4.545454545454545,-3.3636262626262625,[0]
4.747474747474747,-3.3636262626262625,[0]
4.94949494949495,-3.3636262626262625,[0]
5.1515151515151505,-3.3636262626262625,[0]
5.353535353535353,-3.3636262626262625,[0]
5.555555555555555,-3.3636262626262625,[0]
5.757575757575758,-3.3636262626262625,[0]
5.9595959595959584,-3.3636262626262625,[0]
6.161616161616163,-3.3636262626262625,[0]
6.363636363636363,-3.3636262626262625,[0]
6.565656565656564,-3.3636262626262625,[0]
6.767676767676768,-3.3636262626262625,[0]
6.969696969696969,-3.3636262626262625,[0]
7.171717171717173,-3.3636262626262625,[0]
7.373737373737374,-3.3636262626262625,[0]
7.575757575757574,-3.3636262626262625,[0]
7.777777777777779,-3.3636262626262625,[0]
7.979797979797979,-3.3636262626262625,[0]
8.18181818181818,-3.3636262626262625,[0]
8.383838383838384,-3.3636262626262625,[0]
8.585858585858585,-3.3636262626262625,[0]
8.787878787878789,-3.3636262626262625,[0]
8.98989898989899,-3.3636262626262625,[0]
9.19191919191919,-3.3636262626262625,[0]
9.393939393939394,-3.3636262626262625,[0]
9.595959595959595,-3.3636262626262625,[0]
9.7979797979798,-3.3636262626262625,[0]
10.0,-3.3636262626262625,[0]
-10.0,-3.2366969696969696,[2]
-9.797979797979798,-3.2366969696969696,[2]
-9.595959595959595,-3.2366969696969696,[2]
-9.393939393939394,-3.2366969696969696,[2]
-9.191919191919192,-3.2366969696969696,[2]
-8.98989898989899,-3.2366969696969696,[2]
-8.787878787878787,-3.2366969696969696,[2]
-8.585858585858587,-3.2366969696969696,[2]
-8.383838383838384,-3.2366969696969696,[2]
-8.181818181818182,-3.2366969696969696,[2]
-7.979797979797979,-3.2366969696969696,[2]
-7.777777777777778,-3.2366969696969696,[2]
-7.575757575757576,-3.2366969696969696,[2]
-7.373737373737374,-3.2366969696969696,[2]
-7.171717171717171,-3.2366969696969696,[2]
-6.96969696969697,-3.2366969696969696,[2]
-6.767676767676768,-3.2366969696969696,[2]
-6.565656565656566,-3.2366969696969696,[2]
-6.363636363636363,-3.2366969696969696,[2]
-6.161616161616162,-3.2366969696969696,[2]
-5.959595959595959,-3.2366969696969696,[2]
-5.757575757575758,-3.2366969696969696,[2]
-5.555555555555555,-3.2366969696969696,[2]
-5.353535353535354,-3.2366969696969696,[2]
-5.151515151515151,-3.2366969696969696,[2]
-4.94949494949495,-3.2366969696969696,[2]
-4.747474747474747,-3.2366969696969696,[2]
-4.545454545454546,-3.2366969696969696,[2]
-4.343434343434343,-3.2366969696969696,[2]
-4.141414141414142,-3.2366969696969696,[2]
-3.9393939393939394,-3.2366969696969696,[2]
-3.737373737373738,-3.2366969696969696,[2]
-3.5353535353535355,-3.2366969696969696,[2]
-3.333333333333333,-3.2366969696969696,[2]
-3.1313131313131315,-3.2366969696969696,[2]
-2.929292929292929,-3.2366969696969696,[2]
-2.7272727272727275,-3.2366969696969696,[2]
-2.525252525252525,-3.2366969696969696,[2]
-2.3232323232323235,-3.2366969696969696,[2]
-2.121212121212121,-3.2366969696969696,[2]
-1.9191919191919187,-3.2366969696969696,[2]
-1.717171717171718,-3.2366969696969696,[2]
-1.5151515151515156,-3.2366969696969696,[2]
-1.3131313131313131,-3.2366969696969696,[2]
-1.1111111111111107,-3.2366969696969696,[2]
-0.9090909090909101,-3.2366969696969696,[2]
-0.7070707070707076,-3.2366969696969696,[1]
-0.5050505050505052,-3.2366969696969696,[1]
-0.30303030303030276,-3.2366969696969696,[1]
-0.10101010101010033,-3.2366969696969696,[1]
0.10101010101010033,-3.2366969696969696,[1]
0.30303030303030276,-3.2366969696969696,[1]
0.5050505050505052,-3.2366969696969696,[1]
0.7070707070707076,-3.2366969696969696,[1]
0.9090909090909083,-3.2366969696969696,[1]
1.1111111111111107,-3.2366969696969696,[1]
1.3131313131313131,-3.2366969696969696,[1]
1.5151515151515156,-3.2366969696969696,[0]
1.7171717171717162,-3.2366969696969696,[0]
1.9191919191919187,-3.2366969696969696,[0]
2.121212121212121,-3.2366969696969696,[0]
2.3232323232323235,-3.2366969696969696,[0]
2.525252525252524,-3.2366969696969696,[0]
2.7272727272727266,-3.2366969696969696,[0]
2.929292929292929,-3.2366969696969696,[0]
3.1313131313131315,-3.2366969696969696,[0]
3.333333333333334,-3.2366969696969696,[0]
3.5353535353535346,-3.2366969696969696,[0]
3.737373737373737,-3.2366969696969696,[0]
3.9393939393939394,-3.2366969696969696,[0]
4.141414141414142,-3.2366969696969696,[0]
4.3434343434343425,-3.2366969696969696,[0]
4.545454545454545,-3.2366969696969696,[0]
4.747474747474747,-3.2366969696969696,[0]
4.94949494949495,-3.2366969696969696,[0]
5.1515151515151505,-3.2366969696969696,[0]
5.353535353535353,-3.2366969696969696,[0]
5.555555555555555,-3.2366969696969696,[0]
5.757575757575758,-3.2366969696969696,[0]
5.9595959595959584,-3.2366969696969696,[0]
6.161616161616163,-3.2366969696969696,[0]
6.363636363636363,-3.2366969696969696,[0]
6.565656565656564,-3.2366969696969696,[0]
6.767676767676768,-3.2366969696969696,[0]
6.969696969696969,-3.2366969696969696,[0]
7.171717171717173,-3.2366969696969696,[0]
7.373737373737374,-3.2366969696969696,[0]
7.575757575757574,-3.2366969696969696,[0]
7.777777777777779,-3.2366969696969696,[0]
7.979797979797979,-3.2366969696969696,[0]
8.18181818181818,-3.2366969696969696,[0]
8.383838383838384,-3.2366969696969696,[0]
8.585858585858585,-3.2366969696969696,[0]
8.787878787878789,-3.2366969696969696,[0]
8.98989898989899,-3.2366969696969696,[0]
9.19191919191919,-3.2366969696969696,[0]
9.393939393939394,-3.2366969696969696,[0]
9.595959595959595,-3.2366969696969696,[0]
9.7979797979798,-3.2366969696969696,[0]
10.0,-3.2366969696969696,[0]
-10.0,-3.1097676767676767,[2]
-9.797979797979798,-3.1097676767676767,[2]
-9.595959595959595,-3.1097676767676767,[2]
-9.393939393939394,-3.1097676767676767,[2]
-9.191919191919192,-3.1097676767676767,[2]
-8.98989898989899,-3.1097676767676767,[2]
-8.787878787878787,-3.1097676767676767,[2]
-8.585858585858587,-3.1097676767676767,[2]
-8.383838383838384,-3.1097676767676767,[2]
-8.181818181818182,-3.1097676767676767,[2]
-7.979797979797979,-3.1097676767676767,[2]
-7.777777777777778,-3.1097676767676767,[2]
-7.575757575757576,-3.1097676767676767,[2]
-7.373737373737374,-3.1097676767676767,[2]
-7.171717171717171,-3.1097676767676767,[2]
-6.96969696969697,-3.1097676767676767,[2]
-6.767676767676768,-3.1097676767676767,[2]
-6.565656565656566,-3.1097676767676767,[2]
-6.363636363636363,-3.1097676767676767,[2]
-6.161616161616162,-3.1097676767676767,[2]
-5.959595959595959,-3.1097676767676767,[2]
-5.757575757575758,-3.1097676767676767,[2]
-5.555555555555555,-3.1097676767676767,[2]
-5.353535353535354,-3.1097676767676767,[2]
-5.151515151515151,-3.1097676767676767,[2]
-4.94949494949495,-3.1097676767676767,[2]
-4.747474747474747,-3.1097676767676767,[2]
-4.545454545454546,-3.1097676767676767,[2]
-4.343434343434343,-3.1097676767676767,[2]
-4.141414141414142,-3.1097676767676767,[2]
-3.9393939393939394,-3.1097676767676767,[2]
-3.737373737373738,-3.1097676767676767,[2]
-3.5353535353535355,-3.1097676767676767,[2]
-3.333333333333333,-3.1097676767676767,[2]
-3.1313131313131315,-3.1097676767676767,[2]
-2.929292929292929,-3.1097676767676767,[2]
-2.7272727272727275,-3.1097676767676767,[2]
-2.525252525252525,-3.1097676767676767,[2]
-2.3232323232323235,-3.1097676767676767,[2]
-2.121212121212121,-3.1097676767676767,[2]
-1.9191919191919187,-3.1097676767676767,[2]
-1.717171717171718,-3.1097676767676767,[2]
-1.5151515151515156,-3.1097676767676767,[2]
-1.3131313131313131,-3.1097676767676767,[2]
-1.1111111111111107,-3.1097676767676767,[2]
-0.9090909090909101,-3.1097676767676767,[2]
-0.7070707070707076,-3.1097676767676767,[1]
-0.5050505050505052,-3.1097676767676767,[1]
-0.30303030303030276,-3.1097676767676767,[1]
-0.10101010101010033,-3.1097676767676767,[1]
0.10101010101010033,-3.1097676767676767,[1]
0.30303030303030276,-3.1097676767676767,[1]
0.5050505050505052,-3.1097676767676767,[1]
0.7070707070707076,-3.1097676767676767,[1]
0.9090909090909083,-3.1097676767676767,[1]
1.1111111111111107,-3.1097676767676767,[1]
1.3131313131313131,-3.1097676767676767,[1]
1.5151515151515156,-3.1097676767676767,[0]
1.7171717171717162,-3.1097676767676767,[0]
1.9191919191919187,-3.1097676767676767,[0]
2.121212121212121,-3.1097676767676767,[0]
2.3232323232323235,-3.1097676767676767,[0]
2.525252525252524,-3.1097676767676767,[0]
2.7272727272727266,-3.1097676767676767,[0]
2.929292929292929,-3.1097676767676767,[0]
3.1313131313131315,-3.1097676767676767,[0]
3.333333333333334,-3.1097676767676767,[0]
3.5353535353535346,-3.1097676767676767,[0]
3.737373737373737,-3.1097676767676767,[0]
3.9393939393939394,-3.1097676767676767,[0]
4.141414141414142,-3.1097676767676767,[0]
4.3434343434343425,-3.1097676767676767,[0]
4.545454545454545,-3.1097676767676767,[0]
4.747474747474747,-3.1097676767676767,[0]
4.94949494949495,-3.1097676767676767,[0]
5.1515151515151505,-3.1097676767676767,[0]
5.353535353535353,-3.1097676767676767,[0]
5.555555555555555,-3.1097676767676767,[0]
5.757575757575758,-3.1097676767676767,[0]
5.9595959595959584,-3.1097676767676767,[0]
6.161616161616163,-3.1097676767676767,[0]
6.363636363636363,-3.1097676767676767,[0]
6.565656565656564,-3.1097676767676767,[0]
6.767676767676768,-3.1097676767676767,[0]
6.969696969696969,-3.1097676767676767,[0]
7.171717171717173,-3.1097676767676767,[0]
7.373737373737374,-3.1097676767676767,[0]
7.575757575757574,-3.1097676767676767,[0]
7.777777777777779,-3.1097676767676767,[0]
7.979797979797979,-3.1097676767676767,[0]
8.18181818181818,-3.1097676767676767,[0]
8.383838383838384,-3.1097676767676767,[0]
8.585858585858585,-3.1097676767676767,[0]
8.787878787878789,-3.1097676767676767,[0]
8.98989898989899,-3.1097676767676767,[0]
9.19191919191919,-3.1097676767676767,[0]
9.393939393939394,-3.1097676767676767,[0]
9.595959595959595,-3.1097676767676767,[0]
9.7979797979798,-3.1097676767676767,[0]
10.0,-3.1097676767676767,[0]
-10.0,-2.982838383838384,[2]
-9.797979797979798,-2.982838383838384,[2]
-9.595959595959595,-2.982838383838384,[2]
-9.393939393939394,-2.982838383838384,[2]
-9.191919191919192,-2.982838383838384,[2]
-8.98989898989899,-2.982838383838384,[2]
-8.787878787878787,-2.982838383838384,[2]
-8.585858585858587,-2.982838383838384,[2]
-8.383838383838384,-2.982838383838384,[2]
-8.181818181818182,-2.982838383838384,[2]
-7.979797979797979,-2.982838383838384,[2]
-7.777777777777778,-2.982838383838384,[2]
-7.575757575757576,-2.982838383838384,[2]
-7.373737373737374,-2.982838383838384,[2]
-7.171717171717171,-2.982838383838384,[2]
-6.96969696969697,-2.982838383838384,[2]
-6.767676767676768,-2.982838383838384,[2]
-6.565656565656566,-2.982838383838384,[2]
-6.363636363636363,-2.982838383838384,[2]
-6.161616161616162,-2.982838383838384,[2]
-5.959595959595959,-2.982838383838384,[2]
-5.757575757575758,-2.982838383838384,[2]
-5.555555555555555,-2.982838383838384,[2]
-5.353535353535354,-2.982838383838384,[2]
-5.151515151515151,-2.982838383838384,[2]
-4.94949494949495,-2.982838383838384,[2]
-4.747474747474747,-2.982838383838384,[2]
-4.545454545454546,-2.982838383838384,[2]
-4.343434343434343,-2.982838383838384,[2]
-4.141414141414142,-2.982838383838384,[2]
-3.9393939393939394,-2.982838383838384,[2]
-3.737373737373738,-2.982838383838384,[2]
-3.5353535353535355,-2.982838383838384,[2]
-3.333333333333333,-2.982838383838384,[2]
-3.1313131313131315,-2.982838383838384,[2]
-2.929292929292929,-2.982838383838384,[2]
-2.7272727272727275,-2.982838383838384,[2]
-2.525252525252525,-2.982838383838384,[2]
-2.3232323232323235,-2.982838383838384,[2]
-2.121212121212121,-2.982838383838384,[2]
-1.9191919191919187,-2.982838383838384,[2]
-1.717171717171718,-2.982838383838384,[2]
-1.5151515151515156,-2.982838383838384,[2]
-1.3131313131313131,-2.982838383838384,[2]
-1.1111111111111107,-2.982838383838384,[2]
-0.9090909090909101,-2.982838383838384,[2]
-0.7070707070707076,-2.982838383838384,[1]
-0.5050505050505052,-2.982838383838384,[1]
-0.30303030303030276,-2.982838383838384,[1]
-0.10101010101010033,-2.982838383838384,[1]
0.10101010101010033,-2.982838383838384,[1]
0.30303030303030276,-2.982838383838384,[1]
0.5050505050505052,-2.982838383838384,[1]
0.7070707070707076,-2.982838383838384,[1]
0.9090909090909083,-2.982838383838384,[1]
1.1111111111111107,-2.982838383838384,[1]
1.3131313131313131,-2.982838383838384,[0]
1.5151515151515156,-2.982838383838384,[0]
1.7171717171717162,-2.982838383838384,[0]
1.9191919191919187,-2.982838383838384,[0]
2.121212121212121,-2.982838383838384,[0]
2.3232323232323235,-2.982838383838384,[0]
2.525252525252524,-2.982838383838384,[0]
2.7272727272727266,-2.982838383838384,[0]
2.929292929292929,-2.982838383838384,[0]
3.1313131313131315,-2.982838383838384,[0]
3.333333333333334,-2.982838383838384,[0]
3.5353535353535346,-2.982838383838384,[0]
3.737373737373737,-2.982838383838384,[0]
3.9393939393939394,-2.982838383838384,[0]
4.141414141414142,-2.982838383838384,[0]
4.3434343434343425,-2.982838383838384,[0]
4.545454545454545,-2.982838383838384,[0]
4.747474747474747,-2.982838383838384,[0]
4.94949494949495,-2.982838383838384,[0]
5.1515151515151505,-2.982838383838384,[0]
5.353535353535353,-2.982838383838384,[0]
5.555555555555555,-2.982838383838384,[0]
5.757575757575758,-2.982838383838384,[0]
