y_space,angle,action
0.22727272727272707,-6.1560707070707075,[1]
0.2777777777777777,-6.1560707070707075,[1]
0.3282828282828283,-6.1560707070707075,[1]
0.3787878787878789,-6.1560707070707075,[1]
0.42929292929292906,-6.1560707070707075,[1]
0.47979797979797967,-6.1560707070707075,[1]
0.5303030303030303,-6.1560707070707075,[1]
0.5808080808080809,-6.1560707070707075,[1]
0.631313131313131,-6.1560707070707075,[1]
0.6818181818181817,-6.1560707070707075,[1]
0.7323232323232323,-6.1560707070707075,[1]
0.7828282828282829,-6.1560707070707075,[1]
0.8333333333333335,-6.1560707070707075,[1]
0.8838383838383836,-6.1560707070707075,[1]
0.9343434343434343,-6.1560707070707075,[1]
0.9848484848484849,-6.1560707070707075,[1]
1.0353535353535355,-6.1560707070707075,[1]
1.0858585858585856,-6.1560707070707075,[1]
1.1363636363636362,-6.1560707070707075,[1]
1.1868686868686869,-6.1560707070707075,[1]
1.2373737373737375,-6.1560707070707075,[1]
1.2878787878787876,-6.1560707070707075,[1]
1.3383838383838382,-6.1560707070707075,[1]
1.3888888888888888,-6.1560707070707075,[1]
1.4393939393939394,-6.1560707070707075,[1]
1.4898989898989896,-6.1560707070707075,[1]
1.5404040404040407,-6.1560707070707075,[1]
1.5909090909090908,-6.1560707070707075,[1]
1.641414141414141,-6.1560707070707075,[1]
1.691919191919192,-6.1560707070707075,[1]
1.7424242424242422,-6.1560707070707075,[1]
1.7929292929292933,-6.1560707070707075,[1]
1.8434343434343434,-6.1560707070707075,[1]
1.8939393939393936,-6.1560707070707075,[1]
1.9444444444444446,-6.1560707070707075,[1]
1.9949494949494948,-6.1560707070707075,[1]
2.045454545454545,-6.1560707070707075,[1]
2.095959595959596,-6.1560707070707075,[1]
2.146464646464646,-6.1560707070707075,[1]
2.1969696969696972,-6.1560707070707075,[1]
2.2474747474747474,-6.1560707070707075,[1]
2.2979797979797976,-6.1560707070707075,[1]
2.3484848484848486,-6.1560707070707075,[1]
2.398989898989899,-6.1560707070707075,[1]
2.44949494949495,-6.1560707070707075,[1]
2.5,-6.1560707070707075,[1]
-2.5,-6.029141414141415,[2]
-2.4494949494949494,-6.029141414141415,[2]
-2.398989898989899,-6.029141414141415,[2]
-2.3484848484848486,-6.029141414141415,[2]
-2.297979797979798,-6.029141414141415,[2]
-2.2474747474747474,-6.029141414141415,[2]
-2.196969696969697,-6.029141414141415,[2]
-2.1464646464646466,-6.029141414141415,[2]
-2.095959595959596,-6.029141414141415,[2]
-2.0454545454545454,-6.029141414141415,[2]
-1.9949494949494948,-6.029141414141415,[2]
-1.9444444444444444,-6.029141414141415,[2]
-1.893939393939394,-6.029141414141415,[2]
-1.8434343434343434,-6.029141414141415,[2]
-1.7929292929292928,-6.029141414141415,[2]
-1.7424242424242424,-6.029141414141415,[2]
-1.691919191919192,-6.029141414141415,[2]
-1.6414141414141414,-6.029141414141415,[2]
-1.5909090909090908,-6.029141414141415,[2]
-1.5404040404040404,-6.029141414141415,[2]
-1.4898989898989898,-6.029141414141415,[2]
-1.4393939393939394,-6.029141414141415,[2]
-1.3888888888888888,-6.029141414141415,[2]
-1.3383838383838385,-6.029141414141415,[2]
-1.2878787878787878,-6.029141414141415,[2]
-1.2373737373737375,-6.029141414141415,[2]
-1.1868686868686869,-6.029141414141415,[2]
-1.1363636363636365,-6.029141414141415,[2]
-1.0858585858585859,-6.029141414141415,[2]
-1.0353535353535355,-6.029141414141415,[2]
-0.9848484848484849,-6.029141414141415,[2]
-0.9343434343434345,-6.029141414141415,[2]
-0.8838383838383839,-6.029141414141415,[2]
-0.8333333333333333,-6.029141414141415,[2]
-0.7828282828282829,-6.029141414141415,[2]
-0.7323232323232323,-6.029141414141415,[2]
-0.6818181818181819,-6.029141414141415,[2]
-0.6313131313131313,-6.029141414141415,[2]
-0.5808080808080809,-6.029141414141415,[2]
-0.5303030303030303,-6.029141414141415,[1]
-0.47979797979797967,-6.029141414141415,[1]
-0.4292929292929295,-6.029141414141415,[1]
-0.3787878787878789,-6.029141414141415,[1]
-0.3282828282828283,-6.029141414141415,[1]
-0.2777777777777777,-6.029141414141415,[1]
-0.22727272727272751,-6.029141414141415,[1]
-0.1767676767676769,-6.029141414141415,[1]
-0.1262626262626263,-6.029141414141415,[1]
-0.07575757575757569,-6.029141414141415,[1]
-0.025252525252525082,-6.029141414141415,[1]
0.025252525252525082,-6.029141414141415,[1]
0.07575757575757569,-6.029141414141415,[1]
0.1262626262626263,-6.029141414141415,[1]
0.1767676767676769,-6.029141414141415,[1]
0.22727272727272707,-6.029141414141415,[1]
0.2777777777777777,-6.029141414141415,[1]
0.3282828282828283,-6.029141414141415,[1]
0.3787878787878789,-6.029141414141415,[1]
0.42929292929292906,-6.029141414141415,[1]
0.47979797979797967,-6.029141414141415,[1]
0.5303030303030303,-6.029141414141415,[1]
0.5808080808080809,-6.029141414141415,[1]
0.631313131313131,-6.029141414141415,[1]
0.6818181818181817,-6.029141414141415,[1]
0.7323232323232323,-6.029141414141415,[1]
0.7828282828282829,-6.029141414141415,[1]
0.8333333333333335,-6.029141414141415,[1]
0.8838383838383836,-6.029141414141415,[1]
0.9343434343434343,-6.029141414141415,[1]
0.9848484848484849,-6.029141414141415,[1]
1.0353535353535355,-6.029141414141415,[1]
1.0858585858585856,-6.029141414141415,[1]
1.1363636363636362,-6.029141414141415,[1]
1.1868686868686869,-6.029141414141415,[1]
1.2373737373737375,-6.029141414141415,[1]
1.2878787878787876,-6.029141414141415,[1]
1.3383838383838382,-6.029141414141415,[1]
1.3888888888888888,-6.029141414141415,[1]
1.4393939393939394,-6.029141414141415,[1]
1.4898989898989896,-6.029141414141415,[1]
1.5404040404040407,-6.029141414141415,[1]
1.5909090909090908,-6.029141414141415,[1]
1.641414141414141,-6.029141414141415,[1]
1.691919191919192,-6.029141414141415,[1]
1.7424242424242422,-6.029141414141415,[1]
1.7929292929292933,-6.029141414141415,[1]
1.8434343434343434,-6.029141414141415,[1]
1.8939393939393936,-6.029141414141415,[1]
1.9444444444444446,-6.029141414141415,[1]
1.9949494949494948,-6.029141414141415,[1]
2.045454545454545,-6.029141414141415,[1]
2.095959595959596,-6.029141414141415,[1]
2.146464646464646,-6.029141414141415,[1]
2.1969696969696972,-6.029141414141415,[1]
2.2474747474747474,-6.029141414141415,[1]
2.2979797979797976,-6.029141414141415,[1]
2.3484848484848486,-6.029141414141415,[1]
2.398989898989899,-6.029141414141415,[1]
2.44949494949495,-6.029141414141415,[1]
2.5,-6.029141414141415,[1]
-2.5,-5.902212121212122,[2]
-2.4494949494949494,-5.902212121212122,[2]
-2.398989898989899,-5.902212121212122,[2]
-2.3484848484848486,-5.902212121212122,[2]
-2.297979797979798,-5.902212121212122,[2]
-2.2474747474747474,-5.902212121212122,[2]
-2.196969696969697,-5.902212121212122,[2]
-2.1464646464646466,-5.902212121212122,[2]
-2.095959595959596,-5.902212121212122,[2]
-2.0454545454545454,-5.902212121212122,[2]
-1.9949494949494948,-5.902212121212122,[2]
-1.9444444444444444,-5.902212121212122,[2]
-1.893939393939394,-5.902212121212122,[2]
-1.8434343434343434,-5.902212121212122,[2]
-1.7929292929292928,-5.902212121212122,[2]
-1.7424242424242424,-5.902212121212122,[2]
-1.691919191919192,-5.902212121212122,[2]
-1.6414141414141414,-5.902212121212122,[2]
-1.5909090909090908,-5.902212121212122,[2]
-1.5404040404040404,-5.902212121212122,[2]
-1.4898989898989898,-5.902212121212122,[2]
-1.4393939393939394,-5.902212121212122,[2]
-1.3888888888888888,-5.902212121212122,[2]
-1.3383838383838385,-5.902212121212122,[2]
-1.2878787878787878,-5.902212121212122,[2]
-1.2373737373737375,-5.902212121212122,[2]
-1.1868686868686869,-5.902212121212122,[2]
-1.1363636363636365,-5.902212121212122,[2]
-1.0858585858585859,-5.902212121212122,[2]
-1.0353535353535355,-5.902212121212122,[2]
-0.9848484848484849,-5.902212121212122,[2]
-0.9343434343434345,-5.902212121212122,[2]
-0.8838383838383839,-5.902212121212122,[2]
-0.8333333333333333,-5.902212121212122,[2]
-0.7828282828282829,-5.902212121212122,[2]
-0.7323232323232323,-5.902212121212122,[2]
-0.6818181818181819,-5.902212121212122,[2]
-0.6313131313131313,-5.902212121212122,[2]
-0.5808080808080809,-5.902212121212122,[2]
-0.5303030303030303,-5.902212121212122,[2]
-0.47979797979797967,-5.902212121212122,[1]
-0.4292929292929295,-5.902212121212122,[1]
-0.3787878787878789,-5.902212121212122,[1]
-0.3282828282828283,-5.902212121212122,[1]
-0.2777777777777777,-5.902212121212122,[1]
-0.22727272727272751,-5.902212121212122,[1]
-0.1767676767676769,-5.902212121212122,[1]
-0.1262626262626263,-5.902212121212122,[1]
-0.07575757575757569,-5.902212121212122,[1]
-0.025252525252525082,-5.902212121212122,[1]
0.025252525252525082,-5.902212121212122,[1]
0.07575757575757569,-5.902212121212122,[1]
0.1262626262626263,-5.902212121212122,[1]
0.1767676767676769,-5.902212121212122,[1]
0.22727272727272707,-5.902212121212122,[1]
0.2777777777777777,-5.902212121212122,[1]
0.3282828282828283,-5.902212121212122,[1]
0.3787878787878789,-5.902212121212122,[1]
0.42929292929292906,-5.902212121212122,[1]
0.47979797979797967,-5.902212121212122,[1]
0.5303030303030303,-5.902212121212122,[1]
0.5808080808080809,-5.902212121212122,[1]
0.631313131313131,-5.902212121212122,[1]
0.6818181818181817,-5.902212121212122,[1]
0.7323232323232323,-5.902212121212122,[1]
0.7828282828282829,-5.902212121212122,[1]
0.8333333333333335,-5.902212121212122,[1]
0.8838383838383836,-5.902212121212122,[1]
0.9343434343434343,-5.902212121212122,[1]
0.9848484848484849,-5.902212121212122,[1]
1.0353535353535355,-5.902212121212122,[1]
1.0858585858585856,-5.902212121212122,[1]
1.1363636363636362,-5.902212121212122,[1]
1.1868686868686869,-5.902212121212122,[1]
1.2373737373737375,-5.902212121212122,[1]
1.2878787878787876,-5.902212121212122,[1]
1.3383838383838382,-5.902212121212122,[1]
1.3888888888888888,-5.902212121212122,[1]
1.4393939393939394,-5.902212121212122,[1]
1.4898989898989896,-5.902212121212122,[1]
1.5404040404040407,-5.902212121212122,[1]
1.5909090909090908,-5.902212121212122,[1]
1.641414141414141,-5.902212121212122,[1]
1.691919191919192,-5.902212121212122,[1]
1.7424242424242422,-5.902212121212122,[1]
1.7929292929292933,-5.902212121212122,[1]
1.8434343434343434,-5.902212121212122,[1]
1.8939393939393936,-5.902212121212122,[1]
1.9444444444444446,-5.902212121212122,[1]
1.9949494949494948,-5.902212121212122,[1]
2.045454545454545,-5.902212121212122,[1]
2.095959595959596,-5.902212121212122,[1]
2.146464646464646,-5.902212121212122,[1]
2.1969696969696972,-5.902212121212122,[1]
2.2474747474747474,-5.902212121212122,[1]
2.2979797979797976,-5.902212121212122,[1]
2.3484848484848486,-5.902212121212122,[1]
2.398989898989899,-5.902212121212122,[1]
2.44949494949495,-5.902212121212122,[1]
2.5,-5.902212121212122,[1]
-2.5,-5.775282828282829,[2]
-2.4494949494949494,-5.775282828282829,[2]
-2.398989898989899,-5.775282828282829,[2]
-2.3484848484848486,-5.775282828282829,[2]
-2.297979797979798,-5.775282828282829,[2]
-2.2474747474747474,-5.775282828282829,[2]
-2.196969696969697,-5.775282828282829,[2]
-2.1464646464646466,-5.775282828282829,[2]
-2.095959595959596,-5.775282828282829,[2]
-2.0454545454545454,-5.775282828282829,[2]
-1.9949494949494948,-5.775282828282829,[2]
-1.9444444444444444,-5.775282828282829,[2]
-1.893939393939394,-5.775282828282829,[2]
-1.8434343434343434,-5.775282828282829,[2]
-1.7929292929292928,-5.775282828282829,[2]
-1.7424242424242424,-5.775282828282829,[2]
-1.691919191919192,-5.775282828282829,[2]
-1.6414141414141414,-5.775282828282829,[2]
-1.5909090909090908,-5.775282828282829,[2]
-1.5404040404040404,-5.775282828282829,[2]
-1.4898989898989898,-5.775282828282829,[2]
-1.4393939393939394,-5.775282828282829,[2]
-1.3888888888888888,-5.775282828282829,[2]
-1.3383838383838385,-5.775282828282829,[2]
-1.2878787878787878,-5.775282828282829,[2]
-1.2373737373737375,-5.775282828282829,[2]
-1.1868686868686869,-5.775282828282829,[2]
-1.1363636363636365,-5.775282828282829,[2]
-1.0858585858585859,-5.775282828282829,[2]
-1.0353535353535355,-5.775282828282829,[2]
-0.9848484848484849,-5.775282828282829,[2]
-0.9343434343434345,-5.775282828282829,[2]
-0.8838383838383839,-5.775282828282829,[2]
-0.8333333333333333,-5.775282828282829,[2]
-0.7828282828282829,-5.775282828282829,[2]
-0.7323232323232323,-5.775282828282829,[2]
-0.6818181818181819,-5.775282828282829,[2]
-0.6313131313131313,-5.775282828282829,[2]
-0.5808080808080809,-5.775282828282829,[2]
-0.5303030303030303,-5.775282828282829,[2]
-0.47979797979797967,-5.775282828282829,[1]
-0.4292929292929295,-5.775282828282829,[1]
-0.3787878787878789,-5.775282828282829,[1]
-0.3282828282828283,-5.775282828282829,[1]
-0.2777777777777777,-5.775282828282829,[1]
-0.22727272727272751,-5.775282828282829,[1]
-0.1767676767676769,-5.775282828282829,[1]
-0.1262626262626263,-5.775282828282829,[1]
-0.07575757575757569,-5.775282828282829,[1]
-0.025252525252525082,-5.775282828282829,[1]
0.025252525252525082,-5.775282828282829,[1]
0.07575757575757569,-5.775282828282829,[1]
0.1262626262626263,-5.775282828282829,[1]
0.1767676767676769,-5.775282828282829,[1]
0.22727272727272707,-5.775282828282829,[1]
0.2777777777777777,-5.775282828282829,[1]
0.3282828282828283,-5.775282828282829,[1]
0.3787878787878789,-5.775282828282829,[1]
0.42929292929292906,-5.775282828282829,[1]
0.47979797979797967,-5.775282828282829,[1]
0.5303030303030303,-5.775282828282829,[1]
0.5808080808080809,-5.775282828282829,[1]
0.631313131313131,-5.775282828282829,[1]
0.6818181818181817,-5.775282828282829,[1]
0.7323232323232323,-5.775282828282829,[1]
0.7828282828282829,-5.775282828282829,[1]
0.8333333333333335,-5.775282828282829,[1]
0.8838383838383836,-5.775282828282829,[1]
0.9343434343434343,-5.775282828282829,[1]
0.9848484848484849,-5.775282828282829,[1]
1.0353535353535355,-5.775282828282829,[1]
1.0858585858585856,-5.775282828282829,[1]
1.1363636363636362,-5.775282828282829,[1]
1.1868686868686869,-5.775282828282829,[1]
1.2373737373737375,-5.775282828282829,[1]
1.2878787878787876,-5.775282828282829,[1]
1.3383838383838382,-5.775282828282829,[1]
1.3888888888888888,-5.775282828282829,[1]
1.4393939393939394,-5.775282828282829,[1]
1.4898989898989896,-5.775282828282829,[1]
1.5404040404040407,-5.775282828282829,[1]
1.5909090909090908,-5.775282828282829,[1]
1.641414141414141,-5.775282828282829,[1]
1.691919191919192,-5.775282828282829,[1]
1.7424242424242422,-5.775282828282829,[1]
1.7929292929292933,-5.775282828282829,[1]
1.8434343434343434,-5.775282828282829,[1]
1.8939393939393936,-5.775282828282829,[1]
1.9444444444444446,-5.775282828282829,[1]
1.9949494949494948,-5.775282828282829,[1]
2.045454545454545,-5.775282828282829,[1]
2.095959595959596,-5.775282828282829,[1]
2.146464646464646,-5.775282828282829,[1]
2.1969696969696972,-5.775282828282829,[1]
2.2474747474747474,-5.775282828282829,[1]
2.2979797979797976,-5.775282828282829,[1]
2.3484848484848486,-5.775282828282829,[1]
2.398989898989899,-5.775282828282829,[1]
2.44949494949495,-5.775282828282829,[1]
2.5,-5.775282828282829,[1]
-2.5,-5.648353535353536,[2]
-2.4494949494949494,-5.648353535353536,[2]
-2.398989898989899,-5.648353535353536,[2]
-2.3484848484848486,-5.648353535353536,[2]
-2.297979797979798,-5.648353535353536,[2]
-2.2474747474747474,-5.648353535353536,[2]
-2.196969696969697,-5.648353535353536,[2]
-2.1464646464646466,-5.648353535353536,[2]
-2.095959595959596,-5.648353535353536,[2]
-2.0454545454545454,-5.648353535353536,[2]
-1.9949494949494948,-5.648353535353536,[2]
-1.9444444444444444,-5.648353535353536,[2]
-1.893939393939394,-5.648353535353536,[2]
-1.8434343434343434,-5.648353535353536,[2]
-1.7929292929292928,-5.648353535353536,[2]
-1.7424242424242424,-5.648353535353536,[2]
-1.691919191919192,-5.648353535353536,[2]
-1.6414141414141414,-5.648353535353536,[2]
-1.5909090909090908,-5.648353535353536,[2]
-1.5404040404040404,-5.648353535353536,[2]
-1.4898989898989898,-5.648353535353536,[2]
-1.4393939393939394,-5.648353535353536,[2]
-1.3888888888888888,-5.648353535353536,[2]
-1.3383838383838385,-5.648353535353536,[2]
-1.2878787878787878,-5.648353535353536,[2]
-1.2373737373737375,-5.648353535353536,[2]
-1.1868686868686869,-5.648353535353536,[2]
-1.1363636363636365,-5.648353535353536,[2]
-1.0858585858585859,-5.648353535353536,[2]
-1.0353535353535355,-5.648353535353536,[2]
-0.9848484848484849,-5.648353535353536,[2]
-0.9343434343434345,-5.648353535353536,[2]
-0.8838383838383839,-5.648353535353536,[2]
-0.8333333333333333,-5.648353535353536,[2]
-0.7828282828282829,-5.648353535353536,[2]
-0.7323232323232323,-5.648353535353536,[2]
-0.6818181818181819,-5.648353535353536,[2]
-0.6313131313131313,-5.648353535353536,[2]
-0.5808080808080809,-5.648353535353536,[2]
-0.5303030303030303,-5.648353535353536,[2]
-0.47979797979797967,-5.648353535353536,[1]
-0.4292929292929295,-5.648353535353536,[1]
-0.3787878787878789,-5.648353535353536,[1]
-0.3282828282828283,-5.648353535353536,[1]
-0.2777777777777777,-5.648353535353536,[1]
-0.22727272727272751,-5.648353535353536,[1]
-0.1767676767676769,-5.648353535353536,[1]
-0.1262626262626263,-5.648353535353536,[1]
-0.07575757575757569,-5.648353535353536,[1]
-0.025252525252525082,-5.648353535353536,[1]
0.025252525252525082,-5.648353535353536,[1]
0.07575757575757569,-5.648353535353536,[1]
0.1262626262626263,-5.648353535353536,[1]
0.1767676767676769,-5.648353535353536,[1]
0.22727272727272707,-5.648353535353536,[1]
0.2777777777777777,-5.648353535353536,[1]
0.3282828282828283,-5.648353535353536,[1]
0.3787878787878789,-5.648353535353536,[1]
0.42929292929292906,-5.648353535353536,[1]
0.47979797979797967,-5.648353535353536,[1]
0.5303030303030303,-5.648353535353536,[1]
0.5808080808080809,-5.648353535353536,[1]
0.631313131313131,-5.648353535353536,[1]
0.6818181818181817,-5.648353535353536,[1]
0.7323232323232323,-5.648353535353536,[1]
0.7828282828282829,-5.648353535353536,[1]
0.8333333333333335,-5.648353535353536,[1]
0.8838383838383836,-5.648353535353536,[1]
0.9343434343434343,-5.648353535353536,[1]
0.9848484848484849,-5.648353535353536,[1]
1.0353535353535355,-5.648353535353536,[1]
1.0858585858585856,-5.648353535353536,[1]
1.1363636363636362,-5.648353535353536,[1]
1.1868686868686869,-5.648353535353536,[1]
1.2373737373737375,-5.648353535353536,[1]
1.2878787878787876,-5.648353535353536,[1]
1.3383838383838382,-5.648353535353536,[1]
1.3888888888888888,-5.648353535353536,[1]
1.4393939393939394,-5.648353535353536,[1]
1.4898989898989896,-5.648353535353536,[1]
1.5404040404040407,-5.648353535353536,[1]
1.5909090909090908,-5.648353535353536,[1]
1.641414141414141,-5.648353535353536,[1]
1.691919191919192,-5.648353535353536,[1]
1.7424242424242422,-5.648353535353536,[1]
1.7929292929292933,-5.648353535353536,[1]
1.8434343434343434,-5.648353535353536,[1]
1.8939393939393936,-5.648353535353536,[1]
1.9444444444444446,-5.648353535353536,[1]
1.9949494949494948,-5.648353535353536,[1]
2.045454545454545,-5.648353535353536,[1]
2.095959595959596,-5.648353535353536,[1]
2.146464646464646,-5.648353535353536,[1]
2.1969696969696972,-5.648353535353536,[1]
2.2474747474747474,-5.648353535353536,[1]
2.2979797979797976,-5.648353535353536,[1]
2.3484848484848486,-5.648353535353536,[1]
2.398989898989899,-5.648353535353536,[1]
2.44949494949495,-5.648353535353536,[1]
2.5,-5.648353535353536,[1]
-2.5,-5.521424242424243,[2]
-2.4494949494949494,-5.521424242424243,[2]
-2.398989898989899,-5.521424242424243,[2]
-2.3484848484848486,-5.521424242424243,[2]
-2.297979797979798,-5.521424242424243,[2]
-2.2474747474747474,-5.521424242424243,[2]
-2.196969696969697,-5.521424242424243,[2]
-2.1464646464646466,-5.521424242424243,[2]
-2.095959595959596,-5.521424242424243,[2]
-2.0454545454545454,-5.521424242424243,[2]
-1.9949494949494948,-5.521424242424243,[2]
-1.9444444444444444,-5.521424242424243,[2]
-1.893939393939394,-5.521424242424243,[2]
-1.8434343434343434,-5.521424242424243,[2]
-1.7929292929292928,-5.521424242424243,[2]
-1.7424242424242424,-5.521424242424243,[2]
-1.691919191919192,-5.521424242424243,[2]
-1.6414141414141414,-5.521424242424243,[2]
-1.5909090909090908,-5.521424242424243,[2]
-1.5404040404040404,-5.521424242424243,[2]
-1.4898989898989898,-5.521424242424243,[2]
-1.4393939393939394,-5.521424242424243,[2]
-1.3888888888888888,-5.521424242424243,[2]
-1.3383838383838385,-5.521424242424243,[2]
-1.2878787878787878,-5.521424242424243,[2]
-1.2373737373737375,-5.521424242424243,[2]
-1.1868686868686869,-5.521424242424243,[2]
-1.1363636363636365,-5.521424242424243,[2]
-1.0858585858585859,-5.521424242424243,[2]
-1.0353535353535355,-5.521424242424243,[2]
-0.9848484848484849,-5.521424242424243,[2]
-0.9343434343434345,-5.521424242424243,[2]
-0.8838383838383839,-5.521424242424243,[2]
-0.8333333333333333,-5.521424242424243,[2]
-0.7828282828282829,-5.521424242424243,[2]
-0.7323232323232323,-5.521424242424243,[2]
-0.6818181818181819,-5.521424242424243,[2]
-0.6313131313131313,-5.521424242424243,[2]
-0.5808080808080809,-5.521424242424243,[2]
-0.5303030303030303,-5.521424242424243,[2]
