x_space,y_space,action
-0.8333333333333333,-2.398989898989899,[2]
-0.7828282828282829,-2.398989898989899,[2]
-0.7323232323232323,-2.398989898989899,[2]
-0.6818181818181819,-2.398989898989899,[2]
-0.6313131313131313,-2.398989898989899,[2]
-0.5808080808080809,-2.398989898989899,[2]
-0.5303030303030303,-2.398989898989899,[2]
-0.47979797979797967,-2.398989898989899,[2]
-0.4292929292929295,-2.398989898989899,[2]
-0.3787878787878789,-2.398989898989899,[2]
-0.3282828282828283,-2.398989898989899,[2]
-0.2777777777777777,-2.398989898989899,[2]
-0.22727272727272751,-2.398989898989899,[2]
-0.1767676767676769,-2.398989898989899,[2]
-0.1262626262626263,-2.398989898989899,[2]
-0.07575757575757569,-2.398989898989899,[2]
-0.025252525252525082,-2.398989898989899,[2]
0.025252525252525082,-2.398989898989899,[2]
0.07575757575757569,-2.398989898989899,[2]
0.1262626262626263,-2.398989898989899,[2]
0.1767676767676769,-2.398989898989899,[2]
0.22727272727272707,-2.398989898989899,[2]
0.2777777777777777,-2.398989898989899,[2]
0.3282828282828283,-2.398989898989899,[2]
0.3787878787878789,-2.398989898989899,[2]
0.42929292929292906,-2.398989898989899,[2]
0.47979797979797967,-2.398989898989899,[2]
0.5303030303030303,-2.398989898989899,[2]
0.5808080808080809,-2.398989898989899,[2]
0.631313131313131,-2.398989898989899,[2]
0.6818181818181817,-2.398989898989899,[2]
0.7323232323232323,-2.398989898989899,[2]
0.7828282828282829,-2.398989898989899,[2]
0.8333333333333335,-2.398989898989899,[2]
0.8838383838383836,-2.398989898989899,[2]
0.9343434343434343,-2.398989898989899,[2]
0.9848484848484849,-2.398989898989899,[2]
1.0353535353535355,-2.398989898989899,[2]
1.0858585858585856,-2.398989898989899,[2]
1.1363636363636362,-2.398989898989899,[2]
1.1868686868686869,-2.398989898989899,[2]
1.2373737373737375,-2.398989898989899,[2]
1.2878787878787876,-2.398989898989899,[2]
1.3383838383838382,-2.398989898989899,[2]
1.3888888888888888,-2.398989898989899,[2]
1.4393939393939394,-2.398989898989899,[2]
1.4898989898989896,-2.398989898989899,[2]
1.5404040404040407,-2.398989898989899,[2]
1.5909090909090908,-2.398989898989899,[2]
1.641414141414141,-2.398989898989899,[2]
1.691919191919192,-2.398989898989899,[2]
1.7424242424242422,-2.398989898989899,[2]
1.7929292929292933,-2.398989898989899,[2]
1.8434343434343434,-2.398989898989899,[2]
1.8939393939393936,-2.398989898989899,[2]
1.9444444444444446,-2.398989898989899,[2]
1.9949494949494948,-2.398989898989899,[2]
2.045454545454545,-2.398989898989899,[2]
2.095959595959596,-2.398989898989899,[2]
2.146464646464646,-2.398989898989899,[2]
2.1969696969696972,-2.398989898989899,[2]
2.2474747474747474,-2.398989898989899,[2]
2.2979797979797976,-2.398989898989899,[2]
2.3484848484848486,-2.398989898989899,[2]
2.398989898989899,-2.398989898989899,[2]
2.44949494949495,-2.398989898989899,[2]
2.5,-2.398989898989899,[2]
-2.5,-2.3484848484848486,[2]
-2.4494949494949494,-2.3484848484848486,[2]
-2.398989898989899,-2.3484848484848486,[2]
-2.3484848484848486,-2.3484848484848486,[2]
-2.297979797979798,-2.3484848484848486,[2]
-2.2474747474747474,-2.3484848484848486,[2]
-2.196969696969697,-2.3484848484848486,[2]
-2.1464646464646466,-2.3484848484848486,[2]
-2.095959595959596,-2.3484848484848486,[2]
-2.0454545454545454,-2.3484848484848486,[2]
-1.9949494949494948,-2.3484848484848486,[2]
-1.9444444444444444,-2.3484848484848486,[2]
-1.893939393939394,-2.3484848484848486,[2]
-1.8434343434343434,-2.3484848484848486,[2]
-1.7929292929292928,-2.3484848484848486,[2]
-1.7424242424242424,-2.3484848484848486,[2]
-1.691919191919192,-2.3484848484848486,[2]
-1.6414141414141414,-2.3484848484848486,[2]
-1.5909090909090908,-2.3484848484848486,[2]
-1.5404040404040404,-2.3484848484848486,[2]
-1.4898989898989898,-2.3484848484848486,[2]
-1.4393939393939394,-2.3484848484848486,[2]
-1.3888888888888888,-2.3484848484848486,[2]
-1.3383838383838385,-2.3484848484848486,[2]
-1.2878787878787878,-2.3484848484848486,[2]
-1.2373737373737375,-2.3484848484848486,[2]
-1.1868686868686869,-2.3484848484848486,[2]
-1.1363636363636365,-2.3484848484848486,[2]
-1.0858585858585859,-2.3484848484848486,[2]
-1.0353535353535355,-2.3484848484848486,[2]
-0.9848484848484849,-2.3484848484848486,[2]
-0.9343434343434345,-2.3484848484848486,[2]
-0.8838383838383839,-2.3484848484848486,[2]
-0.8333333333333333,-2.3484848484848486,[2]
-0.7828282828282829,-2.3484848484848486,[2]
-0.7323232323232323,-2.3484848484848486,[2]
-0.6818181818181819,-2.3484848484848486,[2]
-0.6313131313131313,-2.3484848484848486,[2]
-0.5808080808080809,-2.3484848484848486,[2]
-0.5303030303030303,-2.3484848484848486,[2]
-0.47979797979797967,-2.3484848484848486,[2]
-0.4292929292929295,-2.3484848484848486,[2]
-0.3787878787878789,-2.3484848484848486,[2]
-0.3282828282828283,-2.3484848484848486,[2]
-0.2777777777777777,-2.3484848484848486,[2]
-0.22727272727272751,-2.3484848484848486,[2]
-0.1767676767676769,-2.3484848484848486,[2]
-0.1262626262626263,-2.3484848484848486,[2]
-0.07575757575757569,-2.3484848484848486,[2]
-0.025252525252525082,-2.3484848484848486,[2]
0.025252525252525082,-2.3484848484848486,[2]
0.07575757575757569,-2.3484848484848486,[2]
0.1262626262626263,-2.3484848484848486,[2]
0.1767676767676769,-2.3484848484848486,[2]
0.22727272727272707,-2.3484848484848486,[2]
0.2777777777777777,-2.3484848484848486,[2]
0.3282828282828283,-2.3484848484848486,[2]
0.3787878787878789,-2.3484848484848486,[2]
0.42929292929292906,-2.3484848484848486,[2]
0.47979797979797967,-2.3484848484848486,[2]
0.5303030303030303,-2.3484848484848486,[2]
0.5808080808080809,-2.3484848484848486,[2]
0.631313131313131,-2.3484848484848486,[2]
0.6818181818181817,-2.3484848484848486,[2]
0.7323232323232323,-2.3484848484848486,[2]
0.7828282828282829,-2.3484848484848486,[2]
0.8333333333333335,-2.3484848484848486,[2]
0.8838383838383836,-2.3484848484848486,[2]
0.9343434343434343,-2.3484848484848486,[2]
0.9848484848484849,-2.3484848484848486,[2]
1.0353535353535355,-2.3484848484848486,[2]
1.0858585858585856,-2.3484848484848486,[2]
1.1363636363636362,-2.3484848484848486,[2]
1.1868686868686869,-2.3484848484848486,[2]
1.2373737373737375,-2.3484848484848486,[2]
1.2878787878787876,-2.3484848484848486,[2]
1.3383838383838382,-2.3484848484848486,[2]
1.3888888888888888,-2.3484848484848486,[2]
1.4393939393939394,-2.3484848484848486,[2]
1.4898989898989896,-2.3484848484848486,[2]
1.5404040404040407,-2.3484848484848486,[2]
1.5909090909090908,-2.3484848484848486,[2]
1.641414141414141,-2.3484848484848486,[2]
1.691919191919192,-2.3484848484848486,[2]
1.7424242424242422,-2.3484848484848486,[2]
1.7929292929292933,-2.3484848484848486,[2]
1.8434343434343434,-2.3484848484848486,[2]
1.8939393939393936,-2.3484848484848486,[2]
1.9444444444444446,-2.3484848484848486,[2]
1.9949494949494948,-2.3484848484848486,[2]
2.045454545454545,-2.3484848484848486,[2]
2.095959595959596,-2.3484848484848486,[2]
2.146464646464646,-2.3484848484848486,[2]
2.1969696969696972,-2.3484848484848486,[2]
2.2474747474747474,-2.3484848484848486,[2]
2.2979797979797976,-2.3484848484848486,[2]
2.3484848484848486,-2.3484848484848486,[2]
2.398989898989899,-2.3484848484848486,[2]
2.44949494949495,-2.3484848484848486,[2]
2.5,-2.3484848484848486,[2]
-2.5,-2.297979797979798,[2]
-2.4494949494949494,-2.297979797979798,[2]
-2.398989898989899,-2.297979797979798,[2]
-2.3484848484848486,-2.297979797979798,[2]
-2.297979797979798,-2.297979797979798,[2]
-2.2474747474747474,-2.297979797979798,[2]
-2.196969696969697,-2.297979797979798,[2]
-2.1464646464646466,-2.297979797979798,[2]
-2.095959595959596,-2.297979797979798,[2]
-2.0454545454545454,-2.297979797979798,[2]
-1.9949494949494948,-2.297979797979798,[2]
-1.9444444444444444,-2.297979797979798,[2]
-1.893939393939394,-2.297979797979798,[2]
-1.8434343434343434,-2.297979797979798,[2]
-1.7929292929292928,-2.297979797979798,[2]
-1.7424242424242424,-2.297979797979798,[2]
-1.691919191919192,-2.297979797979798,[2]
-1.6414141414141414,-2.297979797979798,[2]
-1.5909090909090908,-2.297979797979798,[2]
-1.5404040404040404,-2.297979797979798,[2]
-1.4898989898989898,-2.297979797979798,[2]
-1.4393939393939394,-2.297979797979798,[2]
-1.3888888888888888,-2.297979797979798,[2]
-1.3383838383838385,-2.297979797979798,[2]
-1.2878787878787878,-2.297979797979798,[2]
-1.2373737373737375,-2.297979797979798,[2]
-1.1868686868686869,-2.297979797979798,[2]
-1.1363636363636365,-2.297979797979798,[2]
-1.0858585858585859,-2.297979797979798,[2]
-1.0353535353535355,-2.297979797979798,[2]
-0.9848484848484849,-2.297979797979798,[2]
-0.9343434343434345,-2.297979797979798,[2]
-0.8838383838383839,-2.297979797979798,[2]
-0.8333333333333333,-2.297979797979798,[2]
-0.7828282828282829,-2.297979797979798,[2]
-0.7323232323232323,-2.297979797979798,[2]
-0.6818181818181819,-2.297979797979798,[2]
-0.6313131313131313,-2.297979797979798,[2]
-0.5808080808080809,-2.297979797979798,[2]
-0.5303030303030303,-2.297979797979798,[2]
-0.47979797979797967,-2.297979797979798,[2]
-0.4292929292929295,-2.297979797979798,[2]
-0.3787878787878789,-2.297979797979798,[2]
-0.3282828282828283,-2.297979797979798,[2]
-0.2777777777777777,-2.297979797979798,[2]
-0.22727272727272751,-2.297979797979798,[2]
-0.1767676767676769,-2.297979797979798,[2]
-0.1262626262626263,-2.297979797979798,[2]
-0.07575757575757569,-2.297979797979798,[2]
-0.025252525252525082,-2.297979797979798,[2]
0.025252525252525082,-2.297979797979798,[2]
0.07575757575757569,-2.297979797979798,[2]
0.1262626262626263,-2.297979797979798,[2]
0.1767676767676769,-2.297979797979798,[2]
0.22727272727272707,-2.297979797979798,[2]
0.2777777777777777,-2.297979797979798,[2]
0.3282828282828283,-2.297979797979798,[2]
0.3787878787878789,-2.297979797979798,[2]
0.42929292929292906,-2.297979797979798,[2]
0.47979797979797967,-2.297979797979798,[2]
0.5303030303030303,-2.297979797979798,[2]
0.5808080808080809,-2.297979797979798,[2]
0.631313131313131,-2.297979797979798,[2]
0.6818181818181817,-2.297979797979798,[2]
0.7323232323232323,-2.297979797979798,[2]
0.7828282828282829,-2.297979797979798,[2]
0.8333333333333335,-2.297979797979798,[2]
0.8838383838383836,-2.297979797979798,[2]
0.9343434343434343,-2.297979797979798,[2]
0.9848484848484849,-2.297979797979798,[2]
1.0353535353535355,-2.297979797979798,[2]
1.0858585858585856,-2.297979797979798,[2]
1.1363636363636362,-2.297979797979798,[2]
1.1868686868686869,-2.297979797979798,[2]
1.2373737373737375,-2.297979797979798,[2]
1.2878787878787876,-2.297979797979798,[2]
1.3383838383838382,-2.297979797979798,[2]
1.3888888888888888,-2.297979797979798,[2]
1.4393939393939394,-2.297979797979798,[2]
1.4898989898989896,-2.297979797979798,[2]
1.5404040404040407,-2.297979797979798,[2]
1.5909090909090908,-2.297979797979798,[2]
1.641414141414141,-2.297979797979798,[2]
1.691919191919192,-2.297979797979798,[2]
1.7424242424242422,-2.297979797979798,[2]
1.7929292929292933,-2.297979797979798,[2]
1.8434343434343434,-2.297979797979798,[2]
1.8939393939393936,-2.297979797979798,[2]
1.9444444444444446,-2.297979797979798,[2]
1.9949494949494948,-2.297979797979798,[2]
2.045454545454545,-2.297979797979798,[2]
2.095959595959596,-2.297979797979798,[2]
2.146464646464646,-2.297979797979798,[2]
2.1969696969696972,-2.297979797979798,[2]
2.2474747474747474,-2.297979797979798,[2]
2.2979797979797976,-2.297979797979798,[2]
2.3484848484848486,-2.297979797979798,[2]
2.398989898989899,-2.297979797979798,[2]
2.44949494949495,-2.297979797979798,[2]
2.5,-2.297979797979798,[2]
-2.5,-2.2474747474747474,[2]
-2.4494949494949494,-2.2474747474747474,[2]
-2.398989898989899,-2.2474747474747474,[2]
-2.3484848484848486,-2.2474747474747474,[2]
-2.297979797979798,-2.2474747474747474,[2]
-2.2474747474747474,-2.2474747474747474,[2]
-2.196969696969697,-2.2474747474747474,[2]
-2.1464646464646466,-2.2474747474747474,[2]
-2.095959595959596,-2.2474747474747474,[2]
-2.0454545454545454,-2.2474747474747474,[2]
-1.9949494949494948,-2.2474747474747474,[2]
-1.9444444444444444,-2.2474747474747474,[2]
-1.893939393939394,-2.2474747474747474,[2]
-1.8434343434343434,-2.2474747474747474,[2]
-1.7929292929292928,-2.2474747474747474,[2]
-1.7424242424242424,-2.2474747474747474,[2]
-1.691919191919192,-2.2474747474747474,[2]
-1.6414141414141414,-2.2474747474747474,[2]
-1.5909090909090908,-2.2474747474747474,[2]
-1.5404040404040404,-2.2474747474747474,[2]
-1.4898989898989898,-2.2474747474747474,[2]
-1.4393939393939394,-2.2474747474747474,[2]
-1.3888888888888888,-2.2474747474747474,[2]
-1.3383838383838385,-2.2474747474747474,[2]
-1.2878787878787878,-2.2474747474747474,[2]
-1.2373737373737375,-2.2474747474747474,[2]
-1.1868686868686869,-2.2474747474747474,[2]
-1.1363636363636365,-2.2474747474747474,[2]
-1.0858585858585859,-2.2474747474747474,[2]
-1.0353535353535355,-2.2474747474747474,[2]
-0.9848484848484849,-2.2474747474747474,[2]
-0.9343434343434345,-2.2474747474747474,[2]
-0.8838383838383839,-2.2474747474747474,[2]
-0.8333333333333333,-2.2474747474747474,[2]
-0.7828282828282829,-2.2474747474747474,[2]
-0.7323232323232323,-2.2474747474747474,[2]
-0.6818181818181819,-2.2474747474747474,[2]
-0.6313131313131313,-2.2474747474747474,[2]
-0.5808080808080809,-2.2474747474747474,[2]
-0.5303030303030303,-2.2474747474747474,[2]
-0.47979797979797967,-2.2474747474747474,[2]
-0.4292929292929295,-2.2474747474747474,[2]
-0.3787878787878789,-2.2474747474747474,[2]
-0.3282828282828283,-2.2474747474747474,[2]
-0.2777777777777777,-2.2474747474747474,[2]
-0.22727272727272751,-2.2474747474747474,[2]
-0.1767676767676769,-2.2474747474747474,[2]
-0.1262626262626263,-2.2474747474747474,[2]
-0.07575757575757569,-2.2474747474747474,[2]
-0.025252525252525082,-2.2474747474747474,[2]
0.025252525252525082,-2.2474747474747474,[2]
0.07575757575757569,-2.2474747474747474,[2]
0.1262626262626263,-2.2474747474747474,[2]
0.1767676767676769,-2.2474747474747474,[2]
0.22727272727272707,-2.2474747474747474,[2]
0.2777777777777777,-2.2474747474747474,[2]
0.3282828282828283,-2.2474747474747474,[2]
0.3787878787878789,-2.2474747474747474,[2]
0.42929292929292906,-2.2474747474747474,[2]
0.47979797979797967,-2.2474747474747474,[2]
0.5303030303030303,-2.2474747474747474,[2]
0.5808080808080809,-2.2474747474747474,[2]
0.631313131313131,-2.2474747474747474,[2]
0.6818181818181817,-2.2474747474747474,[2]
0.7323232323232323,-2.2474747474747474,[2]
0.7828282828282829,-2.2474747474747474,[2]
0.8333333333333335,-2.2474747474747474,[2]
0.8838383838383836,-2.2474747474747474,[2]
0.9343434343434343,-2.2474747474747474,[2]
0.9848484848484849,-2.2474747474747474,[2]
1.0353535353535355,-2.2474747474747474,[2]
1.0858585858585856,-2.2474747474747474,[2]
1.1363636363636362,-2.2474747474747474,[2]
1.1868686868686869,-2.2474747474747474,[2]
1.2373737373737375,-2.2474747474747474,[2]
1.2878787878787876,-2.2474747474747474,[2]
1.3383838383838382,-2.2474747474747474,[2]
1.3888888888888888,-2.2474747474747474,[2]
1.4393939393939394,-2.2474747474747474,[2]
1.4898989898989896,-2.2474747474747474,[2]
1.5404040404040407,-2.2474747474747474,[2]
1.5909090909090908,-2.2474747474747474,[2]
1.641414141414141,-2.2474747474747474,[2]
1.691919191919192,-2.2474747474747474,[2]
1.7424242424242422,-2.2474747474747474,[2]
1.7929292929292933,-2.2474747474747474,[2]
1.8434343434343434,-2.2474747474747474,[2]
1.8939393939393936,-2.2474747474747474,[2]
1.9444444444444446,-2.2474747474747474,[2]
1.9949494949494948,-2.2474747474747474,[2]
2.045454545454545,-2.2474747474747474,[2]
2.095959595959596,-2.2474747474747474,[2]
2.146464646464646,-2.2474747474747474,[2]
2.1969696969696972,-2.2474747474747474,[2]
2.2474747474747474,-2.2474747474747474,[2]
2.2979797979797976,-2.2474747474747474,[2]
2.3484848484848486,-2.2474747474747474,[2]
2.398989898989899,-2.2474747474747474,[2]
2.44949494949495,-2.2474747474747474,[2]
2.5,-2.2474747474747474,[2]
-2.5,-2.196969696969697,[2]
-2.4494949494949494,-2.196969696969697,[2]
-2.398989898989899,-2.196969696969697,[2]
-2.3484848484848486,-2.196969696969697,[2]
-2.297979797979798,-2.196969696969697,[2]
-2.2474747474747474,-2.196969696969697,[2]
-2.196969696969697,-2.196969696969697,[2]
-2.1464646464646466,-2.196969696969697,[2]
-2.095959595959596,-2.196969696969697,[2]
-2.0454545454545454,-2.196969696969697,[2]
-1.9949494949494948,-2.196969696969697,[2]
-1.9444444444444444,-2.196969696969697,[2]
-1.893939393939394,-2.196969696969697,[2]
-1.8434343434343434,-2.196969696969697,[2]
-1.7929292929292928,-2.196969696969697,[2]
-1.7424242424242424,-2.196969696969697,[2]
-1.691919191919192,-2.196969696969697,[2]
-1.6414141414141414,-2.196969696969697,[2]
-1.5909090909090908,-2.196969696969697,[2]
-1.5404040404040404,-2.196969696969697,[2]
-1.4898989898989898,-2.196969696969697,[2]
-1.4393939393939394,-2.196969696969697,[2]
-1.3888888888888888,-2.196969696969697,[2]
-1.3383838383838385,-2.196969696969697,[2]
-1.2878787878787878,-2.196969696969697,[2]
-1.2373737373737375,-2.196969696969697,[2]
-1.1868686868686869,-2.196969696969697,[2]
-1.1363636363636365,-2.196969696969697,[2]
-1.0858585858585859,-2.196969696969697,[2]
-1.0353535353535355,-2.196969696969697,[2]
-0.9848484848484849,-2.196969696969697,[2]
