x_space,angular_vel,action
0.7828282828282829,-4.545454545454546,[1]
0.8333333333333335,-4.545454545454546,[1]
0.8838383838383836,-4.545454545454546,[1]
0.9343434343434343,-4.545454545454546,[1]
0.9848484848484849,-4.545454545454546,[2]
1.0353535353535355,-4.545454545454546,[2]
1.0858585858585856,-4.545454545454546,[2]
1.1363636363636362,-4.545454545454546,[2]
1.1868686868686869,-4.545454545454546,[2]
1.2373737373737375,-4.545454545454546,[2]
1.2878787878787876,-4.545454545454546,[2]
1.3383838383838382,-4.545454545454546,[2]
1.3888888888888888,-4.545454545454546,[2]
1.4393939393939394,-4.545454545454546,[2]
1.4898989898989896,-4.545454545454546,[2]
1.5404040404040407,-4.545454545454546,[2]
1.5909090909090908,-4.545454545454546,[2]
1.641414141414141,-4.545454545454546,[2]
1.691919191919192,-4.545454545454546,[2]
1.7424242424242422,-4.545454545454546,[2]
1.7929292929292933,-4.545454545454546,[2]
1.8434343434343434,-4.545454545454546,[2]
1.8939393939393936,-4.545454545454546,[2]
1.9444444444444446,-4.545454545454546,[2]
1.9949494949494948,-4.545454545454546,[2]
2.045454545454545,-4.545454545454546,[2]
2.095959595959596,-4.545454545454546,[2]
2.146464646464646,-4.545454545454546,[2]
2.1969696969696972,-4.545454545454546,[2]
2.2474747474747474,-4.545454545454546,[2]
2.2979797979797976,-4.545454545454546,[2]
2.3484848484848486,-4.545454545454546,[2]
2.398989898989899,-4.545454545454546,[2]
2.44949494949495,-4.545454545454546,[2]
2.5,-4.545454545454546,[2]
-2.5,-4.343434343434343,[2]
-2.4494949494949494,-4.343434343434343,[2]
-2.398989898989899,-4.343434343434343,[2]
-2.3484848484848486,-4.343434343434343,[2]
-2.297979797979798,-4.343434343434343,[2]
-2.2474747474747474,-4.343434343434343,[2]
-2.196969696969697,-4.343434343434343,[2]
-2.1464646464646466,-4.343434343434343,[2]
-2.095959595959596,-4.343434343434343,[2]
-2.0454545454545454,-4.343434343434343,[2]
-1.9949494949494948,-4.343434343434343,[2]
-1.9444444444444444,-4.343434343434343,[2]
-1.893939393939394,-4.343434343434343,[2]
-1.8434343434343434,-4.343434343434343,[2]
-1.7929292929292928,-4.343434343434343,[2]
-1.7424242424242424,-4.343434343434343,[2]
-1.691919191919192,-4.343434343434343,[2]
-1.6414141414141414,-4.343434343434343,[1]
-1.5909090909090908,-4.343434343434343,[1]
-1.5404040404040404,-4.343434343434343,[1]
-1.4898989898989898,-4.343434343434343,[1]
-1.4393939393939394,-4.343434343434343,[1]
-1.3888888888888888,-4.343434343434343,[1]
-1.3383838383838385,-4.343434343434343,[1]
-1.2878787878787878,-4.343434343434343,[1]
-1.2373737373737375,-4.343434343434343,[1]
-1.1868686868686869,-4.343434343434343,[1]
-1.1363636363636365,-4.343434343434343,[1]
-1.0858585858585859,-4.343434343434343,[1]
-1.0353535353535355,-4.343434343434343,[1]
-0.9848484848484849,-4.343434343434343,[1]
-0.9343434343434345,-4.343434343434343,[1]
-0.8838383838383839,-4.343434343434343,[1]
-0.8333333333333333,-4.343434343434343,[1]
-0.7828282828282829,-4.343434343434343,[1]
-0.7323232323232323,-4.343434343434343,[1]
-0.6818181818181819,-4.343434343434343,[1]
-0.6313131313131313,-4.343434343434343,[1]
-0.5808080808080809,-4.343434343434343,[1]
-0.5303030303030303,-4.343434343434343,[1]
-0.47979797979797967,-4.343434343434343,[1]
-0.4292929292929295,-4.343434343434343,[1]
-0.3787878787878789,-4.343434343434343,[1]
-0.3282828282828283,-4.343434343434343,[1]
-0.2777777777777777,-4.343434343434343,[1]
-0.22727272727272751,-4.343434343434343,[1]
-0.1767676767676769,-4.343434343434343,[1]
-0.1262626262626263,-4.343434343434343,[1]
-0.07575757575757569,-4.343434343434343,[1]
-0.025252525252525082,-4.343434343434343,[1]
0.025252525252525082,-4.343434343434343,[1]
0.07575757575757569,-4.343434343434343,[1]
0.1262626262626263,-4.343434343434343,[1]
0.1767676767676769,-4.343434343434343,[1]
0.22727272727272707,-4.343434343434343,[1]
0.2777777777777777,-4.343434343434343,[1]
0.3282828282828283,-4.343434343434343,[1]
0.3787878787878789,-4.343434343434343,[1]
0.42929292929292906,-4.343434343434343,[1]
0.47979797979797967,-4.343434343434343,[1]
0.5303030303030303,-4.343434343434343,[1]
0.5808080808080809,-4.343434343434343,[1]
0.631313131313131,-4.343434343434343,[1]
0.6818181818181817,-4.343434343434343,[1]
0.7323232323232323,-4.343434343434343,[1]
0.7828282828282829,-4.343434343434343,[1]
0.8333333333333335,-4.343434343434343,[1]
0.8838383838383836,-4.343434343434343,[1]
0.9343434343434343,-4.343434343434343,[2]
0.9848484848484849,-4.343434343434343,[2]
1.0353535353535355,-4.343434343434343,[2]
1.0858585858585856,-4.343434343434343,[2]
1.1363636363636362,-4.343434343434343,[2]
1.1868686868686869,-4.343434343434343,[2]
1.2373737373737375,-4.343434343434343,[2]
1.2878787878787876,-4.343434343434343,[2]
1.3383838383838382,-4.343434343434343,[2]
1.3888888888888888,-4.343434343434343,[2]
1.4393939393939394,-4.343434343434343,[2]
1.4898989898989896,-4.343434343434343,[2]
1.5404040404040407,-4.343434343434343,[2]
1.5909090909090908,-4.343434343434343,[2]
1.641414141414141,-4.343434343434343,[2]
1.691919191919192,-4.343434343434343,[2]
1.7424242424242422,-4.343434343434343,[2]
1.7929292929292933,-4.343434343434343,[2]
1.8434343434343434,-4.343434343434343,[2]
1.8939393939393936,-4.343434343434343,[2]
1.9444444444444446,-4.343434343434343,[2]
1.9949494949494948,-4.343434343434343,[2]
2.045454545454545,-4.343434343434343,[2]
2.095959595959596,-4.343434343434343,[2]
2.146464646464646,-4.343434343434343,[2]
2.1969696969696972,-4.343434343434343,[2]
2.2474747474747474,-4.343434343434343,[2]
2.2979797979797976,-4.343434343434343,[2]
2.3484848484848486,-4.343434343434343,[2]
2.398989898989899,-4.343434343434343,[2]
2.44949494949495,-4.343434343434343,[2]
2.5,-4.343434343434343,[2]
-2.5,-4.141414141414142,[2]
-2.4494949494949494,-4.141414141414142,[2]
-2.398989898989899,-4.141414141414142,[2]
-2.3484848484848486,-4.141414141414142,[2]
-2.297979797979798,-4.141414141414142,[2]
-2.2474747474747474,-4.141414141414142,[2]
-2.196969696969697,-4.141414141414142,[2]
-2.1464646464646466,-4.141414141414142,[2]
-2.095959595959596,-4.141414141414142,[2]
-2.0454545454545454,-4.141414141414142,[2]
-1.9949494949494948,-4.141414141414142,[2]
-1.9444444444444444,-4.141414141414142,[2]
-1.893939393939394,-4.141414141414142,[2]
-1.8434343434343434,-4.141414141414142,[2]
-1.7929292929292928,-4.141414141414142,[2]
-1.7424242424242424,-4.141414141414142,[2]
-1.691919191919192,-4.141414141414142,[2]
-1.6414141414141414,-4.141414141414142,[2]
-1.5909090909090908,-4.141414141414142,[2]
-1.5404040404040404,-4.141414141414142,[1]
-1.4898989898989898,-4.141414141414142,[1]
-1.4393939393939394,-4.141414141414142,[1]
-1.3888888888888888,-4.141414141414142,[1]
-1.3383838383838385,-4.141414141414142,[1]
-1.2878787878787878,-4.141414141414142,[1]
-1.2373737373737375,-4.141414141414142,[1]
-1.1868686868686869,-4.141414141414142,[1]
-1.1363636363636365,-4.141414141414142,[1]
-1.0858585858585859,-4.141414141414142,[1]
-1.0353535353535355,-4.141414141414142,[1]
-0.9848484848484849,-4.141414141414142,[1]
-0.9343434343434345,-4.141414141414142,[1]
-0.8838383838383839,-4.141414141414142,[1]
-0.8333333333333333,-4.141414141414142,[1]
-0.7828282828282829,-4.141414141414142,[1]
-0.7323232323232323,-4.141414141414142,[1]
-0.6818181818181819,-4.141414141414142,[1]
-0.6313131313131313,-4.141414141414142,[1]
-0.5808080808080809,-4.141414141414142,[1]
-0.5303030303030303,-4.141414141414142,[1]
-0.47979797979797967,-4.141414141414142,[1]
-0.4292929292929295,-4.141414141414142,[1]
-0.3787878787878789,-4.141414141414142,[1]
-0.3282828282828283,-4.141414141414142,[1]
-0.2777777777777777,-4.141414141414142,[1]
-0.22727272727272751,-4.141414141414142,[1]
-0.1767676767676769,-4.141414141414142,[1]
-0.1262626262626263,-4.141414141414142,[1]
-0.07575757575757569,-4.141414141414142,[1]
-0.025252525252525082,-4.141414141414142,[1]
0.025252525252525082,-4.141414141414142,[1]
0.07575757575757569,-4.141414141414142,[1]
0.1262626262626263,-4.141414141414142,[1]
0.1767676767676769,-4.141414141414142,[1]
0.22727272727272707,-4.141414141414142,[1]
0.2777777777777777,-4.141414141414142,[1]
0.3282828282828283,-4.141414141414142,[1]
0.3787878787878789,-4.141414141414142,[1]
0.42929292929292906,-4.141414141414142,[1]
0.47979797979797967,-4.141414141414142,[1]
0.5303030303030303,-4.141414141414142,[1]
0.5808080808080809,-4.141414141414142,[1]
0.631313131313131,-4.141414141414142,[1]
0.6818181818181817,-4.141414141414142,[1]
0.7323232323232323,-4.141414141414142,[1]
0.7828282828282829,-4.141414141414142,[1]
0.8333333333333335,-4.141414141414142,[1]
0.8838383838383836,-4.141414141414142,[1]
0.9343434343434343,-4.141414141414142,[2]
0.9848484848484849,-4.141414141414142,[2]
1.0353535353535355,-4.141414141414142,[2]
1.0858585858585856,-4.141414141414142,[2]
1.1363636363636362,-4.141414141414142,[2]
1.1868686868686869,-4.141414141414142,[2]
1.2373737373737375,-4.141414141414142,[2]
1.2878787878787876,-4.141414141414142,[2]
1.3383838383838382,-4.141414141414142,[2]
1.3888888888888888,-4.141414141414142,[2]
1.4393939393939394,-4.141414141414142,[2]
1.4898989898989896,-4.141414141414142,[2]
1.5404040404040407,-4.141414141414142,[2]
1.5909090909090908,-4.141414141414142,[2]
1.641414141414141,-4.141414141414142,[2]
1.691919191919192,-4.141414141414142,[2]
1.7424242424242422,-4.141414141414142,[2]
1.7929292929292933,-4.141414141414142,[2]
1.8434343434343434,-4.141414141414142,[2]
1.8939393939393936,-4.141414141414142,[2]
1.9444444444444446,-4.141414141414142,[2]
1.9949494949494948,-4.141414141414142,[2]
2.045454545454545,-4.141414141414142,[2]
2.095959595959596,-4.141414141414142,[2]
2.146464646464646,-4.141414141414142,[2]
2.1969696969696972,-4.141414141414142,[2]
2.2474747474747474,-4.141414141414142,[2]
2.2979797979797976,-4.141414141414142,[2]
2.3484848484848486,-4.141414141414142,[2]
2.398989898989899,-4.141414141414142,[2]
2.44949494949495,-4.141414141414142,[2]
2.5,-4.141414141414142,[2]
-2.5,-3.9393939393939394,[2]
-2.4494949494949494,-3.9393939393939394,[2]
-2.398989898989899,-3.9393939393939394,[2]
-2.3484848484848486,-3.9393939393939394,[2]
-2.297979797979798,-3.9393939393939394,[2]
-2.2474747474747474,-3.9393939393939394,[2]
-2.196969696969697,-3.9393939393939394,[2]
-2.1464646464646466,-3.9393939393939394,[2]
-2.095959595959596,-3.9393939393939394,[2]
-2.0454545454545454,-3.9393939393939394,[2]
-1.9949494949494948,-3.9393939393939394,[2]
-1.9444444444444444,-3.9393939393939394,[2]
-1.893939393939394,-3.9393939393939394,[2]
-1.8434343434343434,-3.9393939393939394,[2]
-1.7929292929292928,-3.9393939393939394,[2]
-1.7424242424242424,-3.9393939393939394,[2]
-1.691919191919192,-3.9393939393939394,[2]
-1.6414141414141414,-3.9393939393939394,[2]
-1.5909090909090908,-3.9393939393939394,[2]
-1.5404040404040404,-3.9393939393939394,[2]
-1.4898989898989898,-3.9393939393939394,[1]
-1.4393939393939394,-3.9393939393939394,[1]
-1.3888888888888888,-3.9393939393939394,[1]
-1.3383838383838385,-3.9393939393939394,[1]
-1.2878787878787878,-3.9393939393939394,[1]
-1.2373737373737375,-3.9393939393939394,[1]
-1.1868686868686869,-3.9393939393939394,[1]
-1.1363636363636365,-3.9393939393939394,[1]
-1.0858585858585859,-3.9393939393939394,[1]
-1.0353535353535355,-3.9393939393939394,[1]
-0.9848484848484849,-3.9393939393939394,[1]
-0.9343434343434345,-3.9393939393939394,[1]
-0.8838383838383839,-3.9393939393939394,[1]
-0.8333333333333333,-3.9393939393939394,[1]
-0.7828282828282829,-3.9393939393939394,[1]
-0.7323232323232323,-3.9393939393939394,[1]
-0.6818181818181819,-3.9393939393939394,[1]
-0.6313131313131313,-3.9393939393939394,[1]
-0.5808080808080809,-3.9393939393939394,[1]
-0.5303030303030303,-3.9393939393939394,[1]
-0.47979797979797967,-3.9393939393939394,[1]
-0.4292929292929295,-3.9393939393939394,[1]
-0.3787878787878789,-3.9393939393939394,[1]
-0.3282828282828283,-3.9393939393939394,[1]
-0.2777777777777777,-3.9393939393939394,[1]
-0.22727272727272751,-3.9393939393939394,[1]
-0.1767676767676769,-3.9393939393939394,[1]
-0.1262626262626263,-3.9393939393939394,[1]
-0.07575757575757569,-3.9393939393939394,[1]
-0.025252525252525082,-3.9393939393939394,[1]
0.025252525252525082,-3.9393939393939394,[1]
0.07575757575757569,-3.9393939393939394,[1]
0.1262626262626263,-3.9393939393939394,[1]
0.1767676767676769,-3.9393939393939394,[1]
0.22727272727272707,-3.9393939393939394,[1]
0.2777777777777777,-3.9393939393939394,[1]
0.3282828282828283,-3.9393939393939394,[1]
0.3787878787878789,-3.9393939393939394,[1]
0.42929292929292906,-3.9393939393939394,[1]
0.47979797979797967,-3.9393939393939394,[1]
0.5303030303030303,-3.9393939393939394,[1]
0.5808080808080809,-3.9393939393939394,[1]
0.631313131313131,-3.9393939393939394,[1]
0.6818181818181817,-3.9393939393939394,[1]
0.7323232323232323,-3.9393939393939394,[1]
0.7828282828282829,-3.9393939393939394,[1]
0.8333333333333335,-3.9393939393939394,[1]
0.8838383838383836,-3.9393939393939394,[1]
0.9343434343434343,-3.9393939393939394,[2]
0.9848484848484849,-3.9393939393939394,[2]
1.0353535353535355,-3.9393939393939394,[2]
1.0858585858585856,-3.9393939393939394,[2]
1.1363636363636362,-3.9393939393939394,[2]
1.1868686868686869,-3.9393939393939394,[2]
1.2373737373737375,-3.9393939393939394,[2]
1.2878787878787876,-3.9393939393939394,[2]
1.3383838383838382,-3.9393939393939394,[2]
1.3888888888888888,-3.9393939393939394,[2]
1.4393939393939394,-3.9393939393939394,[2]
1.4898989898989896,-3.9393939393939394,[2]
1.5404040404040407,-3.9393939393939394,[2]
1.5909090909090908,-3.9393939393939394,[2]
1.641414141414141,-3.9393939393939394,[2]
1.691919191919192,-3.9393939393939394,[2]
1.7424242424242422,-3.9393939393939394,[2]
1.7929292929292933,-3.9393939393939394,[2]
1.8434343434343434,-3.9393939393939394,[2]
1.8939393939393936,-3.9393939393939394,[2]
1.9444444444444446,-3.9393939393939394,[2]
1.9949494949494948,-3.9393939393939394,[2]
2.045454545454545,-3.9393939393939394,[2]
2.095959595959596,-3.9393939393939394,[2]
2.146464646464646,-3.9393939393939394,[2]
2.1969696969696972,-3.9393939393939394,[2]
2.2474747474747474,-3.9393939393939394,[2]
2.2979797979797976,-3.9393939393939394,[2]
2.3484848484848486,-3.9393939393939394,[2]
2.398989898989899,-3.9393939393939394,[2]
2.44949494949495,-3.9393939393939394,[2]
2.5,-3.9393939393939394,[2]
-2.5,-3.737373737373738,[2]
-2.4494949494949494,-3.737373737373738,[2]
-2.398989898989899,-3.737373737373738,[2]
-2.3484848484848486,-3.737373737373738,[2]
-2.297979797979798,-3.737373737373738,[2]
-2.2474747474747474,-3.737373737373738,[2]
-2.196969696969697,-3.737373737373738,[2]
-2.1464646464646466,-3.737373737373738,[2]
-2.095959595959596,-3.737373737373738,[2]
-2.0454545454545454,-3.737373737373738,[2]
-1.9949494949494948,-3.737373737373738,[2]
-1.9444444444444444,-3.737373737373738,[2]
-1.893939393939394,-3.737373737373738,[2]
-1.8434343434343434,-3.737373737373738,[2]
-1.7929292929292928,-3.737373737373738,[2]
-1.7424242424242424,-3.737373737373738,[2]
-1.691919191919192,-3.737373737373738,[2]
-1.6414141414141414,-3.737373737373738,[2]
-1.5909090909090908,-3.737373737373738,[2]
-1.5404040404040404,-3.737373737373738,[2]
-1.4898989898989898,-3.737373737373738,[2]
-1.4393939393939394,-3.737373737373738,[1]
-1.3888888888888888,-3.737373737373738,[1]
-1.3383838383838385,-3.737373737373738,[1]
-1.2878787878787878,-3.737373737373738,[1]
-1.2373737373737375,-3.737373737373738,[1]
-1.1868686868686869,-3.737373737373738,[1]
-1.1363636363636365,-3.737373737373738,[1]
-1.0858585858585859,-3.737373737373738,[1]
-1.0353535353535355,-3.737373737373738,[1]
-0.9848484848484849,-3.737373737373738,[1]
-0.9343434343434345,-3.737373737373738,[1]
-0.8838383838383839,-3.737373737373738,[1]
-0.8333333333333333,-3.737373737373738,[1]
-0.7828282828282829,-3.737373737373738,[1]
-0.7323232323232323,-3.737373737373738,[1]
-0.6818181818181819,-3.737373737373738,[1]
-0.6313131313131313,-3.737373737373738,[1]
-0.5808080808080809,-3.737373737373738,[1]
-0.5303030303030303,-3.737373737373738,[1]
-0.47979797979797967,-3.737373737373738,[1]
-0.4292929292929295,-3.737373737373738,[1]
-0.3787878787878789,-3.737373737373738,[1]
-0.3282828282828283,-3.737373737373738,[1]
-0.2777777777777777,-3.737373737373738,[1]
-0.22727272727272751,-3.737373737373738,[1]
-0.1767676767676769,-3.737373737373738,[1]
-0.1262626262626263,-3.737373737373738,[1]
-0.07575757575757569,-3.737373737373738,[1]
-0.025252525252525082,-3.737373737373738,[1]
0.025252525252525082,-3.737373737373738,[1]
0.07575757575757569,-3.737373737373738,[1]
0.1262626262626263,-3.737373737373738,[1]
0.1767676767676769,-3.737373737373738,[1]
0.22727272727272707,-3.737373737373738,[1]
0.2777777777777777,-3.737373737373738,[1]
0.3282828282828283,-3.737373737373738,[1]
0.3787878787878789,-3.737373737373738,[1]
0.42929292929292906,-3.737373737373738,[1]
0.47979797979797967,-3.737373737373738,[1]
0.5303030303030303,-3.737373737373738,[1]
0.5808080808080809,-3.737373737373738,[1]
0.631313131313131,-3.737373737373738,[1]
0.6818181818181817,-3.737373737373738,[1]
0.7323232323232323,-3.737373737373738,[1]
0.7828282828282829,-3.737373737373738,[1]
0.8333333333333335,-3.737373737373738,[1]
0.8838383838383836,-3.737373737373738,[2]
0.9343434343434343,-3.737373737373738,[2]
0.9848484848484849,-3.737373737373738,[2]
1.0353535353535355,-3.737373737373738,[2]
1.0858585858585856,-3.737373737373738,[2]
1.1363636363636362,-3.737373737373738,[2]
1.1868686868686869,-3.737373737373738,[2]
1.2373737373737375,-3.737373737373738,[2]
1.2878787878787876,-3.737373737373738,[2]
1.3383838383838382,-3.737373737373738,[2]
1.3888888888888888,-3.737373737373738,[2]
1.4393939393939394,-3.737373737373738,[2]
1.4898989898989896,-3.737373737373738,[2]
1.5404040404040407,-3.737373737373738,[2]
1.5909090909090908,-3.737373737373738,[2]
1.641414141414141,-3.737373737373738,[2]
1.691919191919192,-3.737373737373738,[2]
1.7424242424242422,-3.737373737373738,[2]
1.7929292929292933,-3.737373737373738,[2]
1.8434343434343434,-3.737373737373738,[2]
1.8939393939393936,-3.737373737373738,[2]
1.9444444444444446,-3.737373737373738,[2]
1.9949494949494948,-3.737373737373738,[2]
2.045454545454545,-3.737373737373738,[2]
2.095959595959596,-3.737373737373738,[2]
2.146464646464646,-3.737373737373738,[2]
2.1969696969696972,-3.737373737373738,[2]
2.2474747474747474,-3.737373737373738,[2]
2.2979797979797976,-3.737373737373738,[2]
2.3484848484848486,-3.737373737373738,[2]
2.398989898989899,-3.737373737373738,[2]
2.44949494949495,-3.737373737373738,[2]
2.5,-3.737373737373738,[2]
-2.5,-3.5353535353535355,[2]
-2.4494949494949494,-3.5353535353535355,[2]
-2.398989898989899,-3.5353535353535355,[2]
-2.3484848484848486,-3.5353535353535355,[2]
-2.297979797979798,-3.5353535353535355,[2]
-2.2474747474747474,-3.5353535353535355,[2]
-2.196969696969697,-3.5353535353535355,[2]
-2.1464646464646466,-3.5353535353535355,[2]
-2.095959595959596,-3.5353535353535355,[2]
-2.0454545454545454,-3.5353535353535355,[2]
-1.9949494949494948,-3.5353535353535355,[2]
-1.9444444444444444,-3.5353535353535355,[2]
-1.893939393939394,-3.5353535353535355,[2]
-1.8434343434343434,-3.5353535353535355,[2]
-1.7929292929292928,-3.5353535353535355,[2]
-1.7424242424242424,-3.5353535353535355,[2]
-1.691919191919192,-3.5353535353535355,[2]
-1.6414141414141414,-3.5353535353535355,[2]
-1.5909090909090908,-3.5353535353535355,[2]
-1.5404040404040404,-3.5353535353535355,[2]
-1.4898989898989898,-3.5353535353535355,[2]
-1.4393939393939394,-3.5353535353535355,[2]
-1.3888888888888888,-3.5353535353535355,[1]
-1.3383838383838385,-3.5353535353535355,[1]
-1.2878787878787878,-3.5353535353535355,[1]
-1.2373737373737375,-3.5353535353535355,[1]
-1.1868686868686869,-3.5353535353535355,[1]
-1.1363636363636365,-3.5353535353535355,[1]
-1.0858585858585859,-3.5353535353535355,[1]
-1.0353535353535355,-3.5353535353535355,[1]
-0.9848484848484849,-3.5353535353535355,[1]
-0.9343434343434345,-3.5353535353535355,[1]
-0.8838383838383839,-3.5353535353535355,[1]
-0.8333333333333333,-3.5353535353535355,[1]
-0.7828282828282829,-3.5353535353535355,[1]
-0.7323232323232323,-3.5353535353535355,[1]
-0.6818181818181819,-3.5353535353535355,[1]
-0.6313131313131313,-3.5353535353535355,[1]
-0.5808080808080809,-3.5353535353535355,[1]
-0.5303030303030303,-3.5353535353535355,[1]
-0.47979797979797967,-3.5353535353535355,[1]
-0.4292929292929295,-3.5353535353535355,[1]
-0.3787878787878789,-3.5353535353535355,[1]
-0.3282828282828283,-3.5353535353535355,[1]
-0.2777777777777777,-3.5353535353535355,[1]
-0.22727272727272751,-3.5353535353535355,[1]
-0.1767676767676769,-3.5353535353535355,[1]
-0.1262626262626263,-3.5353535353535355,[1]
-0.07575757575757569,-3.5353535353535355,[1]
-0.025252525252525082,-3.5353535353535355,[1]
0.025252525252525082,-3.5353535353535355,[1]
0.07575757575757569,-3.5353535353535355,[1]
0.1262626262626263,-3.5353535353535355,[1]
0.1767676767676769,-3.5353535353535355,[1]
0.22727272727272707,-3.5353535353535355,[1]
0.2777777777777777,-3.5353535353535355,[1]
0.3282828282828283,-3.5353535353535355,[1]
0.3787878787878789,-3.5353535353535355,[1]
0.42929292929292906,-3.5353535353535355,[1]
0.47979797979797967,-3.5353535353535355,[1]
0.5303030303030303,-3.5353535353535355,[1]
0.5808080808080809,-3.5353535353535355,[1]
0.631313131313131,-3.5353535353535355,[1]
0.6818181818181817,-3.5353535353535355,[1]
0.7323232323232323,-3.5353535353535355,[1]
0.7828282828282829,-3.5353535353535355,[1]
0.8333333333333335,-3.5353535353535355,[1]
0.8838383838383836,-3.5353535353535355,[2]
0.9343434343434343,-3.5353535353535355,[2]
0.9848484848484849,-3.5353535353535355,[2]
1.0353535353535355,-3.5353535353535355,[2]
1.0858585858585856,-3.5353535353535355,[2]
1.1363636363636362,-3.5353535353535355,[2]
1.1868686868686869,-3.5353535353535355,[2]
1.2373737373737375,-3.5353535353535355,[2]
1.2878787878787876,-3.5353535353535355,[2]
1.3383838383838382,-3.5353535353535355,[2]
1.3888888888888888,-3.5353535353535355,[2]
1.4393939393939394,-3.5353535353535355,[2]
1.4898989898989896,-3.5353535353535355,[2]
1.5404040404040407,-3.5353535353535355,[2]
1.5909090909090908,-3.5353535353535355,[2]
1.641414141414141,-3.5353535353535355,[2]
1.691919191919192,-3.5353535353535355,[2]
1.7424242424242422,-3.5353535353535355,[2]
1.7929292929292933,-3.5353535353535355,[2]
1.8434343434343434,-3.5353535353535355,[2]
1.8939393939393936,-3.5353535353535355,[2]
1.9444444444444446,-3.5353535353535355,[2]
1.9949494949494948,-3.5353535353535355,[2]
2.045454545454545,-3.5353535353535355,[2]
2.095959595959596,-3.5353535353535355,[2]
2.146464646464646,-3.5353535353535355,[2]
2.1969696969696972,-3.5353535353535355,[2]
2.2474747474747474,-3.5353535353535355,[2]
2.2979797979797976,-3.5353535353535355,[2]
2.3484848484848486,-3.5353535353535355,[2]
2.398989898989899,-3.5353535353535355,[2]
2.44949494949495,-3.5353535353535355,[2]
2.5,-3.5353535353535355,[2]
-2.5,-3.333333333333333,[2]
-2.4494949494949494,-3.333333333333333,[2]
-2.398989898989899,-3.333333333333333,[2]
-2.3484848484848486,-3.333333333333333,[2]
-2.297979797979798,-3.333333333333333,[2]
-2.2474747474747474,-3.333333333333333,[2]
-2.196969696969697,-3.333333333333333,[2]
-2.1464646464646466,-3.333333333333333,[2]
-2.095959595959596,-3.333333333333333,[2]
-2.0454545454545454,-3.333333333333333,[2]
-1.9949494949494948,-3.333333333333333,[2]
-1.9444444444444444,-3.333333333333333,[2]
-1.893939393939394,-3.333333333333333,[2]
-1.8434343434343434,-3.333333333333333,[2]
-1.7929292929292928,-3.333333333333333,[2]
-1.7424242424242424,-3.333333333333333,[2]
-1.691919191919192,-3.333333333333333,[2]
-1.6414141414141414,-3.333333333333333,[2]
-1.5909090909090908,-3.333333333333333,[2]
-1.5404040404040404,-3.333333333333333,[2]
-1.4898989898989898,-3.333333333333333,[2]
-1.4393939393939394,-3.333333333333333,[2]
-1.3888888888888888,-3.333333333333333,[2]
-1.3383838383838385,-3.333333333333333,[2]
-1.2878787878787878,-3.333333333333333,[1]
-1.2373737373737375,-3.333333333333333,[1]
-1.1868686868686869,-3.333333333333333,[1]
-1.1363636363636365,-3.333333333333333,[1]
-1.0858585858585859,-3.333333333333333,[1]
-1.0353535353535355,-3.333333333333333,[1]
-0.9848484848484849,-3.333333333333333,[1]
-0.9343434343434345,-3.333333333333333,[1]
-0.8838383838383839,-3.333333333333333,[1]
-0.8333333333333333,-3.333333333333333,[1]
-0.7828282828282829,-3.333333333333333,[1]
-0.7323232323232323,-3.333333333333333,[1]
-0.6818181818181819,-3.333333333333333,[1]
-0.6313131313131313,-3.333333333333333,[1]
-0.5808080808080809,-3.333333333333333,[1]
-0.5303030303030303,-3.333333333333333,[1]
-0.47979797979797967,-3.333333333333333,[1]
-0.4292929292929295,-3.333333333333333,[1]
-0.3787878787878789,-3.333333333333333,[1]
-0.3282828282828283,-3.333333333333333,[1]
-0.2777777777777777,-3.333333333333333,[1]
-0.22727272727272751,-3.333333333333333,[1]
-0.1767676767676769,-3.333333333333333,[1]
-0.1262626262626263,-3.333333333333333,[1]
-0.07575757575757569,-3.333333333333333,[1]
-0.025252525252525082,-3.333333333333333,[1]
0.025252525252525082,-3.333333333333333,[1]
0.07575757575757569,-3.333333333333333,[1]
0.1262626262626263,-3.333333333333333,[1]
0.1767676767676769,-3.333333333333333,[1]
0.22727272727272707,-3.333333333333333,[1]
0.2777777777777777,-3.333333333333333,[1]
0.3282828282828283,-3.333333333333333,[1]
0.3787878787878789,-3.333333333333333,[1]
0.42929292929292906,-3.333333333333333,[1]
0.47979797979797967,-3.333333333333333,[1]
0.5303030303030303,-3.333333333333333,[1]
0.5808080808080809,-3.333333333333333,[1]
0.631313131313131,-3.333333333333333,[1]
0.6818181818181817,-3.333333333333333,[1]
0.7323232323232323,-3.333333333333333,[1]
0.7828282828282829,-3.333333333333333,[1]
0.8333333333333335,-3.333333333333333,[1]
0.8838383838383836,-3.333333333333333,[2]
0.9343434343434343,-3.333333333333333,[2]
0.9848484848484849,-3.333333333333333,[2]
1.0353535353535355,-3.333333333333333,[2]
1.0858585858585856,-3.333333333333333,[2]
1.1363636363636362,-3.333333333333333,[2]
1.1868686868686869,-3.333333333333333,[2]
1.2373737373737375,-3.333333333333333,[2]
1.2878787878787876,-3.333333333333333,[2]
1.3383838383838382,-3.333333333333333,[2]
1.3888888888888888,-3.333333333333333,[2]
1.4393939393939394,-3.333333333333333,[2]
1.4898989898989896,-3.333333333333333,[2]
1.5404040404040407,-3.333333333333333,[2]
1.5909090909090908,-3.333333333333333,[2]
1.641414141414141,-3.333333333333333,[2]
1.691919191919192,-3.333333333333333,[2]
