PC1,PC2,action
-0.192231,-0.31176844,0
-0.19391815,-0.3162477,2
-0.19194305,-0.32074833,2
-0.18775612,-0.3256018,2
-0.1846047,-0.32990292,2
-0.18215713,-0.33450156,2
-0.17553517,-0.33854106,2
-0.1734025,-0.3420617,2
-0.17032741,-0.3455256,2
-0.16410378,-0.34873852,0
-0.16625151,-0.3518839,2
-0.16325587,-0.3548964,2
-0.1595823,-0.35829848,2
-0.15760326,-0.36114866,2
-0.15474492,-0.36440805,2
-0.1519696,-0.36708322,2
-0.14572245,-0.37008452,1
-0.1480834,-0.37198576,2
-0.1429858,-0.37480825,2
-0.13870713,-0.37744206,2
-0.13604894,-0.3796225,2
-0.13208097,-0.38203678,0
-0.13484727,-0.3839082,2
-0.13405003,-0.3862616,2
-0.1324513,-0.38823774,2
-0.12923326,-0.39003214,2
-0.12305675,-0.39195383,0
-0.12599878,-0.3933409,2
-0.11959991,-0.3951612,0
-0.122616135,-0.3963931,2
-0.12129664,-0.3975699,2
-0.11537795,-0.39891845,1
-0.118413866,-0.39948788,2
-0.11216922,-0.40061158,0
-0.1153605,-0.40139166,2
-0.11116138,-0.40243602,0
-0.11435501,-0.40320665,2
-0.113318615,-0.40418187,2
-0.110413045,-0.40513965,0
-0.113581255,-0.40594748,2
-0.11241008,-0.4071027,2
0.5414277,-0.15070634,2
0.5452213,-0.15276085,3
0.5419775,-0.15453841,3
0.5399727,-0.15624838,3
0.5380155,-0.1584117,3
0.536113,-0.16098279,2
1.1849859,0.09597272,0
0.53706366,-0.16454235,2
1.1952593,0.0897703,0
1.1980654,0.08853196,0
1.2007557,0.0877498,0
1.2032944,0.08742206,0
1.2050943,0.08760931,0
1.2058514,0.08829293,0
1.205602,0.089324094,0
1.2046322,0.09039857,0
1.2033255,0.09129216,0
1.2020377,0.09194865,0
1.2010648,0.09237408,0
1.1994934,0.09271333,0
1.1994797,0.09259253,0
1.1994926,0.092457585,0
1.1994963,0.09233082,0
1.1994975,0.092291184,0
1.1994972,0.09230974,0
1.1994966,0.09233457,0
1.1994962,0.09234464,0
1.1994962,0.09234314,0
1.1994963,0.09233892,0
1.1994964,0.0923366,0
1.1994964,0.09233651,0
1.1994964,0.09233721,0
1.1994964,0.09233766,0
1.1994964,0.09233776,0
1.1994964,0.09233766,0
1.1994964,0.0923376,0
1.1994964,0.09233756,0
1.1994964,0.09233756,0
1.1994964,0.0923376,0
1.1994964,0.0923376,0
1.1994964,0.0923376,0
1.1994964,0.0923376,0
1.1994964,0.0923376,0
1.1994964,0.0923376,0
1.1994964,0.0923376,0
1.1994964,0.0923376,0
-0.4248001,0.4378918,3
-0.42829698,0.43798772,3
-0.4317779,0.43786415,3
-0.4352419,0.4375367,3
-0.43844262,0.43707937,3
-0.44153595,0.43628755,3
-0.4445838,0.4352961,3
-0.44741708,0.43393007,3
-0.45010108,0.43227297,3
-0.45269802,0.43035,3
-0.4552309,0.42832568,3
-0.45759225,0.42604992,0
-0.4597637,0.42386293,0
-0.4617964,0.4213196,0
-0.46369,0.41842034,0
-0.46544495,0.41516516,0
-0.46706086,0.41155374,1
-0.4684332,0.4079264,0
-0.46977285,0.40352586,0
-0.47097358,0.39876887,1
-0.4718046,0.39412713,2
-0.46519038,0.3886832,2
-0.46123108,0.38301167,2
-0.45579714,0.37747723,2
-0.44826594,0.3725084,1
-0.44972616,0.3684951,2
-0.44203088,0.36354828,1
-0.4432807,0.35970363,2
-0.43823445,0.35471272,2
-0.43639514,0.35017186,2
-0.43004906,0.34568715,1
-0.43144768,0.3420045,2
-0.42769578,0.33756888,2
-0.42047524,0.33318815,1
-0.42200214,0.32979804,2
-0.41811958,0.3249302,2
-0.41363674,0.32044223,1
-0.41510743,0.3170726,2
-0.41258162,0.31223667,2
-0.40940654,0.30792835,2
-0.40664026,0.30331257,2
-0.40280393,0.29867703,2
-0.40066108,0.2941227,2
-0.39660534,0.2893396,1
-0.39822212,0.28578183,2
-0.39214915,0.28110877,2
-0.3858485,0.2761128,1
-0.38755968,0.27290708,2
-0.38248575,0.26832944,2
-0.37639824,0.26394117,1
-0.3783036,0.26100534,2
-0.37705466,0.25665414,2
-0.37570482,0.25245205,2
-0.3687619,0.24805053,1
-0.37081736,0.24501777,2
-0.36555225,0.24025728,2
-0.36195517,0.23606703,2
-0.36081678,0.23249218,2
-0.35655507,0.22885382,1
-0.3588783,0.2260211,2
-0.3532595,0.22235373,2
-0.34768394,0.21870129,0
-0.35039365,0.21592805,0
-0.3529638,0.21279779,2
-0.3519856,0.20891169,2
-0.34522015,0.20511883,0
-0.34785074,0.20208684,0
-0.35034186,0.19869776,2
-0.34470677,0.19440554,0
-0.3472192,0.19100034,0
-0.34959227,0.18723813,2
-0.34575927,0.18298888,0
-0.34808657,0.17910029,2
-0.34700754,0.17492631,2
-0.34246522,0.17030916,0
-0.34475604,0.16629094,2
-0.34221166,0.1616006,0
-0.34439966,0.15726702,2
-0.33895606,0.15257695,0
-0.34115517,0.14827338,2
-0.33410642,0.14367251,0
-0.33637992,0.13956612,0
-0.33851403,0.13510275,2
-0.33488315,0.12989493,0
-0.33694857,0.12517895,2
-0.33271372,0.12038128,0
-0.33474305,0.11561006,2
-0.32978654,0.11020996,0
-0.33179608,0.105321564,3
-0.33367142,0.09974639,2
-0.32828557,0.09472589,0
-0.33016062,0.089637876,3
-0.33199883,0.08365958,0
-0.33359244,0.07797967,2
-0.3279877,0.07248026,0
-0.32958335,0.066871814,2
-0.3277515,0.06070076,2
-0.32143837,0.054609656,0
-0.32303563,0.048912182,2
-0.32115406,0.04330557,2
-0.31895944,0.03701311,2
-0.31521,0.030990582,2
-0.31235433,0.024966365,3
-0.313889,0.018597214,0
-0.3152886,0.012442442,2
-0.307369,0.0065655713,0
-0.3088532,0.00068869034,2
-0.30205697,-0.0048806625,0
-0.3035864,-0.010570514,0
-0.30497617,-0.016617805,2
-0.29804373,-0.023112437,0
-0.29946685,-0.029139409,2
-0.29199168,-0.0351476,0
-0.2934785,-0.040997535,2
-0.28814498,-0.047248587,0
-0.2896081,-0.053208295,2
-0.28392097,-0.05897087,0
-0.28538376,-0.06487691,2
-0.28134575,-0.07091821,0
-0.2827389,-0.0769975,2
-0.28027156,-0.08354131,2
-0.27802438,-0.09027879,2
-0.27071443,-0.096498854,3
-0.27206728,-0.10290202,0
-0.2733716,-0.109236516,2
-0.26897895,-0.115794994,2
-0.26366314,-0.12242967,0
-0.26501328,-0.12872979,2
-0.25847867,-0.13532934,0
-0.25984767,-0.14162707,2
-0.2574831,-0.14817648,2
-0.25419354,-0.15429607,2
-0.2474865,-0.1605493,3
-0.24887505,-0.16707331,0
-0.2501812,-0.1733867,2
-0.2461009,-0.17973964,0
-0.24733444,-0.18622313,2
-0.23935567,-0.19283333,0
-0.24066158,-0.19916129,2
-0.23483305,-0.20534937,0
-0.23613639,-0.21165015,2
-0.2328428,-0.21823974,2
-0.22903132,-0.2248071,2
-0.22526994,-0.23109996,2
-0.2180262,-0.23700933,0
-0.21952656,-0.24285531,2
-0.21728532,-0.24880078,2
-0.21144533,-0.25482252,0
-0.21294796,-0.260677,2
-0.20897129,-0.26643267,0
-0.21040705,-0.27242127,2
-0.20817569,-0.27855912,2
-0.20030713,-0.28480965,2
-0.19529684,-0.2906545,0
-0.1969152,-0.2962836,2
-0.18923758,-0.30143166,0
-0.19094166,-0.3067718,2
-0.18659145,-0.31189862,2
-0.18061836,-0.3169044,0
-0.18243878,-0.32189578,2
-0.18026869,-0.32711315,2
-0.17422909,-0.33206168,2
-0.16841212,-0.3368511,2
-0.16709326,-0.3414748,2
-0.16159664,-0.34592462,2
-0.15803337,-0.35025814,3
-0.16023965,-0.3547532,2
-0.15519986,-0.35843924,2
-0.15351495,-0.36240384,2
-0.1484502,-0.3660625,0
-0.15083902,-0.3697059,2
-0.14771643,-0.3736309,2
-0.1419406,-0.37656784,0
-0.14444233,-0.3798845,2
-0.1395913,-0.38337085,2
-0.1351152,-0.38616645,3
-0.13768877,-0.38949084,2
-0.13451694,-0.39252734,2
-0.1332366,-0.39549673,2
-0.12732248,-0.3978228,0
-0.13011193,-0.40035707,2
-0.12973669,-0.40277958,2
-0.12747605,-0.40524578,2
-0.123151034,-0.40728965,2
-0.12163216,-0.40950918,2
-0.11667086,-0.41083202,3
-0.119550884,-0.41297677,2
-0.117887884,-0.4147001,0
-0.12082419,-0.41662055,2
-0.116371326,-0.4179619,2
-0.11014795,-0.41911545,0
-0.11331867,-0.420354,0
-0.11634981,-0.42195013,2
0.5353892,-0.16573358,2
0.5361844,-0.1659663,2
0.5363057,-0.16577965,2
0.5363719,-0.16600198,2
0.5375225,-0.16624616,2
0.5436711,-0.16611277,0
-0.104937434,-0.42553636,1
-0.1081776,-0.42518052,1
-0.11127918,-0.42523143,1
0.53359133,-0.16712502,2
1.1827438,0.08923724,0
1.1856712,0.089649945,0
1.1893249,0.08972734,0
1.1931626,0.089689136,0
1.1961259,0.09019191,0
1.1992787,0.09046363,0
1.2018834,0.090948135,0
1.2039951,0.09124261,0
1.2055615,0.091461,0
1.206286,0.091640085,0
1.2061765,0.091748185,0
1.2054292,0.09178383,0
1.2043456,0.09176352,0
1.2032385,0.091713645,0
1.2023537,0.091662034,0
1.2018268,0.09163012,0
1.2016776,0.09162937,0
1.2018306,0.09166085,0
1.2021571,0.09171756,0
1.2025166,0.09178785,0
1.202794,0.09185964,0
1.2029208,0.0919229,0
1.2028805,0.091971934,0
1.2027014,0.09200593,0
1.202438,0.092027485,0
1.2021528,0.09204163,0
1.2018988,0.09205421,0
1.19959,0.09183148,0
1.1995437,0.09188788,0
1.1995584,0.091920145,0
1.1995587,0.09192299,0
1.1995587,0.09191408,0
1.199559,0.091907345,0
1.199559,0.09190588,0
1.199559,0.09190711,0
1.199559,0.09190837,0
1.199559,0.091908775,0
1.199559,0.091908656,0
1.199559,0.09190843,0
1.199559,0.091908336,0
1.199559,0.091908336,0
1.199559,0.09190837,0
1.199559,0.09190841,0
1.199559,0.09190841,0
1.199559,0.09190841,0
1.199559,0.09190841,0
1.199559,0.09190841,0
1.199559,0.09190841,0
1.199559,0.09190841,0
1.199559,0.09190841,0
1.199559,0.09190841,0
1.199559,0.09190841,0
-0.47402167,0.42118353,0
-0.47549024,0.41605267,0
-0.47696662,0.4105765,0
-0.4783003,0.40474296,0
-0.4794939,0.3985517,0
-0.48054788,0.392003,0
-0.48146215,0.38509685,0
-0.48223683,0.37783316,0
-0.48287192,0.37021202,0
-0.4833675,0.36223358,0
-0.48372328,0.35389745,2
-0.48009154,0.34563255,2
-0.47267255,0.3368761,0
-0.47305688,0.32859266,2
-0.46463647,0.32020032,0
-0.46507916,0.3120592,2
-0.45724568,0.3037301,0
-0.4577243,0.29566365,2
-0.4509428,0.2870954,0
-0.45141262,0.2789383,2
-0.44594073,0.27066058,3
-0.4463868,0.2620186,2
-0.43735224,0.25349772,0
-0.43784866,0.245449,2
-0.4303316,0.2373202,0
-0.4309829,0.22933862,2
-0.42548662,0.221273,0
-0.42595503,0.2131716,2
-0.41701564,0.20482622,0
-0.41756237,0.1968871,2
-0.41293645,0.18880187,2
-0.40921056,0.1807802,3
-0.40965807,0.17232467,2
-0.4063723,0.16376309,2
-0.39991045,0.15524668,2
-0.39436594,0.14689669,2
-0.38637194,0.13903923,0
-0.38711798,0.13147944,0
-0.38772437,0.12356222,2
-0.38416308,0.11580969,2
-0.37737355,0.10789841,3
-0.37800798,0.09957815,0
-0.37850422,0.09156452,2
-0.37528545,0.082964055,2
-0.36811927,0.075109765,2
-0.36331764,0.06698685,2
-0.3589788,0.058966767,0
-0.3595964,0.051136557,2
-0.35249594,0.043215673,2
-0.34374627,0.035477076,0
-0.34460112,0.0281945,0
-0.34531638,0.020554347,2
-0.3389415,0.012955802,0
-0.33965102,0.0053230883,2
-0.3365097,-0.002117353,2
-0.32786956,-0.009585068,0
-0.32867306,-0.016897125,2
-0.32562137,-0.02447044,2
-0.32191023,-0.03202322,2
-0.31675965,-0.039349567,2
-0.31415337,-0.046195928,2
-0.31030703,-0.053108007,3
-0.31105033,-0.060685918,2
-0.30240554,-0.06762499,0
-0.30332947,-0.07442273,2
-0.2950609,-0.080859125,0
-0.29606548,-0.08738543,1
-0.29697716,-0.09387334,2
-0.2945658,-0.10095411,2
-0.2860885,-0.10790068,2
-0.28334996,-0.11473837,2
-0.27815697,-0.12158111,0
-0.27917933,-0.12819853,2
-0.2728566,-0.13453433,2
-0.2675772,-0.14061765,0
-0.2687185,-0.14682391,2
-0.26205084,-0.15338674,0
-0.2632073,-0.15960237,2
-0.26094276,-0.16596214,2
-0.2549693,-0.17260635,2
-0.24966183,-0.17891827,0
-0.2509035,-0.18499167,2
-0.24483162,-0.19119248,0
-0.2460735,-0.1972675,2
-0.2405977,-0.20320012,2
-0.23547709,-0.20897025,0
-0.23681039,-0.21474545,2
-0.2314999,-0.22042881,0
-0.23281173,-0.22621712,2
-0.22894359,-0.23257826,2
-0.22325243,-0.23808913,0
-0.22461084,-0.24376284,2
-0.21654145,-0.24929053,0
-0.21798636,-0.25470522,2
-0.21406454,-0.2603453,2
-0.20623614,-0.26605064,0
-0.20781694,-0.2711885,2
-0.19990687,-0.2762357,0
-0.2015757,-0.2811179,2
-0.19507995,-0.28625217,0
-0.19677982,-0.29107812,2
-0.18926875,-0.29636604,0
-0.19103605,-0.30108464,2
-0.18938948,-0.30572557,2
-0.18551417,-0.31026626,2
-0.18192314,-0.31518587,2
-0.17540807,-0.3199896,2
-0.17349768,-0.3237889,2
-0.16650634,-0.3276581,0
-0.16867207,-0.33127922,2
-0.16136903,-0.33537996,0
-0.16361192,-0.33886963,2
-0.16168936,-0.34294292,2
-0.15786932,-0.34669742,2
-0.15429477,-0.3503931,2
-0.14855438,-0.35331422,0
-0.1510203,-0.3562715,2
-0.14524405,-0.35901254,0
-0.14775261,-0.36179614,2
-0.14461921,-0.36495426,2
-0.14374854,-0.36751887,2
-0.13795939,-0.37064454,0
-0.14056855,-0.3732095,2
-0.13650498,-0.37617832,2
-0.13206135,-0.37871218,0
-0.13477476,-0.3810536,2
-0.12902342,-0.383762,0
-0.13177754,-0.3860377,2
-0.13041574,-0.3884626,2
-0.12755631,-0.39080572,2
-0.123924136,-0.3929648,0
-0.1267392,-0.39504084,2
-0.122707374,-0.39707398,0
-0.12550843,-0.39914384,2
-0.12233461,-0.4016149,2
-0.118794985,-0.4038492,2
-0.1155654,-0.40543988,0
-0.11851488,-0.40713888,2
-0.11309462,-0.40908998,0
-0.116083376,-0.4107043,2
-0.112968154,-0.41284922,2
-0.111256875,-0.4142533,2
0.54403514,-0.15841971,2
0.5486569,-0.1604311,3
0.5452329,-0.1622804,3
1.1938612,0.09559309,0
1.1968548,0.094603784,0
1.1997225,0.09414832,0
1.2022487,0.09423007,0
1.2034469,0.09463069,0
1.2002466,0.09557193,0
1.1989133,0.09593602,0
1.1989182,0.09603483,0
1.1989281,0.09614651,0
1.198927,0.09627036,0
1.1989243,0.096406184,0
1.1989212,0.09651611,0
1.1989201,0.09654326,0
1.1989205,0.096522816,0
1.1989212,0.09650062,0
1.1989214,0.09649285,0
1.1989214,0.096495025,0
1.1989213,0.096498966,0
1.1989213,0.096500844,0
1.1989212,0.096500754,0
1.1989213,0.09650008,0
1.1989213,0.09649966,0
1.1989213,0.09649965,0
1.1989213,0.09649978,0
1.1989213,0.096499845,0
1.1989213,0.09649988,0
1.1989213,0.096499845,0
1.1989213,0.096499845,0
1.1989213,0.096499845,0
1.1989213,0.096499845,0
1.1989213,0.096499845,0
1.1989213,0.096499845,0
1.1989213,0.096499845,0
1.1989213,0.096499845,0
1.1989213,0.096499845,0
-0.39875275,0.43549693,3
-0.40321022,0.43806222,3
-0.40773207,0.44041693,3
-0.4121427,0.44255885,3
-0.41641483,0.44445467,3
-0.4205025,0.44604897,3
-0.4245378,0.44735008,3
-0.42835495,0.44838145,3
-0.43207073,0.4491293,0
-0.43563455,0.45013002,0
-0.43905905,0.45077363,0
-0.4423443,0.4510606,0
-0.44549027,0.45099068,0
-0.448497,0.450564,0
-0.4513645,0.44978064,0
-0.45409268,0.44864026,0
-0.4566817,0.4471432,0
-0.45913133,0.44528905,0
-0.46144167,0.4430784,0
-0.4636129,0.44051066,0
-0.46564475,0.43758613,1
-0.46736142,0.4347846,0
-0.46911818,0.4310395,0
-0.47073552,0.4269374,0
-0.4722134,0.42247835,0
-0.4736783,0.41766503,0
-0.47487193,0.41247982,2
-0.47209367,0.4072457,2
-0.4688591,0.40158865,2
-0.46522582,0.39598522,2
-0.4618706,0.39088377,1
-0.4628686,0.3861814,2
-0.45500383,0.3801422,2
-0.4470506,0.3746508,1
-0.4482181,0.3704348,2
-0.44632792,0.36524346,2
-0.43998918,0.36010754,2
-0.43726045,0.355246,1
-0.43858147,0.35097075,2
-0.4363786,0.34569517,2
-0.42951834,0.34046435,2
-0.4252637,0.33565733,1
-0.42652944,0.33168715,2
-0.4205496,0.32600686,2
-0.41743907,0.32130736,2
-0.4115209,0.31606323,1
-0.41312274,0.3121898,2
-0.41073784,0.30712733,2
-0.40413457,0.30167684,2
-0.3989692,0.29676437,1
-0.4007044,0.29304445,2
-0.39854503,0.28859,2
-0.39504427,0.28403622,2
-0.38932708,0.2790726,1
-0.39121187,0.27547893,2
-0.38702056,0.27114353,2
-0.3826585,0.26647836,1
-0.38454017,0.26298803,2
-0.38364643,0.25822985,2
-0.38115814,0.25381988,2
-0.37895077,0.24884012,2
-0.37660018,0.24390307,2
-0.37507504,0.23940536,2
-0.36911702,0.23480903,1
-0.3711076,0.23124488,2
-0.36968756,0.2263539,2
-0.36844048,0.22166191,2
-0.36484954,0.2167096,2
-0.36105338,0.21234146,2
-0.35721135,0.20830627,2
-0.35450324,0.20441097,0
-0.3568208,0.20068015,2
-0.35007897,0.19590272,0
-0.35245112,0.19221634,0
-0.3546837,0.18817252,2
-0.3487237,0.18378614,0
-0.35099027,0.17984933,0
-0.35311723,0.17555523,2
-0.34872165,0.17097387,0
-0.35081846,0.16662438,2
-0.34363458,0.16155651,0
-0.3457998,0.15732811,0
-0.3478256,0.15274265,2
-0.3438308,0.1478334,2
-0.340151,0.14321731,0
-0.3422071,0.13873513,2
-0.33896077,0.13419856,0
-0.340943,0.12958029,2
-0.33919564,0.124302104,2
-0.33601376,0.11938635,0
-0.33790696,0.11450416,2
-0.33515027,0.10896286,2
-0.33310363,0.1035489,2
-0.3278126,0.09809394,0
-0.32973033,0.093129635,2
-0.32477435,0.08804104,0
-0.32667714,0.08306681,2
-0.31922257,0.0778921,0
-0.32120457,0.07312673,0
-0.32304707,0.068004124,2
-0.31728047,0.062219042,0
-0.3191263,0.057027515,0
-0.32083264,0.051478885,2
-0.31343928,0.046060935,0
-0.31522024,0.04075743,0
-0.31686166,0.03509667,2
-0.31450576,0.028803369,2
-0.31230426,0.022767203,2
-0.3093467,0.016988518,2
-0.30245227,0.011371223,3
-0.3042575,0.0054379227,0
-0.30585444,-0.00024762162,0
-0.3073118,-0.0062904875,2
-0.30057827,-0.012838455,0
-0.30206314,-0.018883495,2
-0.29711577,-0.025179565,0
-0.29856497,-0.031334903,2
-0.2931998,-0.037813194,3
-0.2945435,-0.044568744,0
-0.2958351,-0.051041126,2
-0.29012567,-0.057880215,0
-0.29140118,-0.06444211,2
-0.28889403,-0.07107282,2
-0.28447092,-0.077996135,2
-0.28118792,-0.08448143,0
-0.2824394,-0.09111327,2
-0.2790636,-0.09825419,2
-0.27429864,-0.104582496,3
-0.27551103,-0.11171283,0
-0.27661297,-0.118602976,2
-0.27150738,-0.12558341,2
-0.265261,-0.13215747,0
-0.26646855,-0.13875945,2
-0.26139352,-0.1454881,0
-0.26256114,-0.15220012,2
-0.2597816,-0.15887055,2
-0.25134367,-0.16576147,0
-0.25261012,-0.17223823,2
-0.24997647,-0.17925937,2
-0.24250038,-0.18607627,0
-0.24381979,-0.19253972,2
-0.2397667,-0.19920745,2
-0.23789759,-0.20533174,2
-0.23139243,-0.21125937,3
-0.2327541,-0.21783659,0
-0.23401763,-0.22422671,2
-0.22823234,-0.23026435,0
-0.22949332,-0.23659562,2
-0.22362906,-0.24274357,2
-0.2176212,-0.24836956,0
-0.2190299,-0.25423092,2
-0.21321766,-0.2603255,0
-0.21462037,-0.26624152,2
-0.20793015,-0.27182284,0
-0.20937015,-0.27758858,2
-0.20349781,-0.28300703,0
-0.20494539,-0.28868845,2
-0.2013627,-0.29463467,2
-0.19740103,-0.30029967,2
-0.19353963,-0.30565092,2
-0.19104403,-0.3112969,2
-0.18930733,-0.31704864,2
-0.18420346,-0.32221663,2
-0.17905957,-0.32685542,2
-0.17320988,-0.33105195,0
-0.17511557,-0.33548513,2
-0.17353803,-0.34047186,2
-0.16747998,-0.3449657,2
-0.16016947,-0.3493833,0
-0.16230175,-0.35335144,2
-0.15492411,-0.3576431,0
-0.15713686,-0.36147037,2
-0.15613534,-0.3651201,2
-0.1508893,-0.36909926,2
-0.14694373,-0.37223917,2
-0.14385362,-0.37530345,0
-0.14623953,-0.3785393,2
-0.14052635,-0.38190728,2
-0.13400891,-0.3843608,0
-0.13664013,-0.386923,0
-0.13913175,-0.38984278,2
-0.13764438,-0.3931888,2
-0.1319657,-0.39625043,2
-0.12940435,-0.39924052,2
-0.122857146,-0.4016023,0
-0.12565991,-0.4038232,0
-0.12832306,-0.40640157,2
-0.12157134,-0.4086742,0
-0.12432267,-0.41097277,2
-0.12159495,-0.41326123,2
-0.117032826,-0.4154948,0
-0.11985814,-0.4175867,2
-0.115247004,-0.41933954,0
-0.11808529,-0.4213226,2
0.5351559,-0.16511883,2
1.1878294,0.091225125,0
1.1887043,0.09201501,0
1.1923851,0.092075944,0
1.1954964,0.092368156,0
1.1982665,0.092789955,0
1.2009388,0.093270674,0
1.2033465,0.09378018,0
1.2049484,0.09400611,0
1.2055634,0.09413789,0
1.2052182,0.09419601,0
1.2042131,0.09417104,0
1.2029263,0.09408923,0
1.2017188,0.09401786,0
1.2008421,0.09403266,0
1.2003992,0.09411815,0
1.2003683,0.09420827,0
1.2006364,0.09424692,0
1.1992419,0.09410413,0
1.199206,0.09415963,0
1.1992145,0.09419023,0
1.1992147,0.094192006,0
1.1992148,0.09418304,0
1.1992149,0.09417658,0
1.199215,0.09417534,0
1.199215,0.0941766,0
1.1992149,0.09417778,0
1.1992149,0.094178244,0
1.1992149,0.09417802,0
1.1992149,0.09417783,0
1.1992149,0.09417777,0
1.1992149,0.09417777,0
1.1992149,0.09417779,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
1.1992149,0.094177835,0
-0.36815417,0.4377374,3
-0.37394384,0.44349083,3
-0.37961903,0.4489954,3
-0.38513556,0.4542269,3
-0.39056742,0.45912004,3
-0.39592394,0.4637876,3
-0.4011043,0.46817407,3
-0.4061147,0.47246483,3
-0.4110307,0.47636876,3
-0.415825,0.48002848,0
-0.42045802,0.4838695,0
-0.42495182,0.48735362,0
-0.42930636,0.49048126,0
-0.43352187,0.49325216,0
-0.4375982,0.4956663,0
-0.44153532,0.497724,0
-0.44533318,0.4994247,0
-0.44899186,0.5007688,0
-0.45251143,0.50175595,0
-0.45589155,0.5023866,0
-0.45913258,0.50266045,0
-0.46223435,0.5025777,0
-0.46519697,0.502138,0
-0.46802035,0.5013416,1
-0.47048062,0.5006048,0
-0.473157,0.4990107,0
-0.47556227,0.49704492,0
-0.47782815,0.4947221,1
-0.4797223,0.49246868,0
-0.48171487,0.48934168,0
-0.48356807,0.48585758,0
-0.48528177,0.48201612,0
-0.48685592,0.47781795,2
-0.4818079,0.4727235,2
-0.47977751,0.46840823,2
-0.47542116,0.46374416,1
-0.47670096,0.4600858,2
-0.4701118,0.45493737,2
-0.4680576,0.45012462,2
-0.46094856,0.44519618,1
-0.46254352,0.4416977,2
-0.45663565,0.4366239,2
-0.4547145,0.4319401,2
-0.44927123,0.42703104,1
-0.45095354,0.42361665,2
-0.44843024,0.41938597,2
-0.44304118,0.41437894,2
-0.4376654,0.40985695,0
-0.43981272,0.40617463,2
-0.43516785,0.40195042,0
-0.43729228,0.3982144,2
-0.43399268,0.39397103,2
-0.4297894,0.38942382,1
-0.43163353,0.38611948,2
-0.4298715,0.3815301,2
-0.42752063,0.37735987,2
-0.42573595,0.37326545,2
-0.41877985,0.3689679,0
-0.4210405,0.36541513,2
-0.41535747,0.36110955,0
-0.41763553,0.3575657,0
-0.41977388,0.3536643,2
-0.41474354,0.34930184,0
-0.41687453,0.34539077,2
-0.4147138,0.34060383,2
-0.4126846,0.3360355,2
-0.4104904,0.3317671,2
-0.407277,0.3270962,0
-0.40937442,0.32295328,2
-0.40598056,0.31814337,0
-0.408001,0.31376478,2
-0.40408415,0.30842325,2
-0.40071806,0.30383593,0
-0.4027412,0.29939452,2
-0.39858344,0.29403645,0
-0.4005516,0.2893677,2
-0.39898112,0.283957,2
-0.39217895,0.27848816,0
-0.3941808,0.27379495,2
-0.38796455,0.2689031,0
-0.39000338,0.2643402,0
-0.39190274,0.25942013,2
-0.38827935,0.25370064,2
-0.38687083,0.24819793,2
-0.37989655,0.24240167,0
-0.3818878,0.23749597,0
-0.38373965,0.23223339,2
-0.3796889,0.22620979,0
-0.38147715,0.22070558,2
-0.37466642,0.2149744,0
-0.37650472,0.20960636,0
-0.37820363,0.20388143,2
-0.37356094,0.19745906,0
-0.37521398,0.19153841,2
-0.36895266,0.18527943,0
-0.37062675,0.17938891,2
-0.36846825,0.17337245,3
-0.3700374,0.16678242,0
-0.3714394,0.16031486,2
-0.3684813,0.1539002,2
-0.36073825,0.14765438,0
-0.3622463,0.14154308,3
-0.3635623,0.13454436,0
-0.36479464,0.12785545,2
-0.36213994,0.12100009,2
-0.3589573,0.11403032,2
-0.35110393,0.107408844,0
-0.35244104,0.10098576,0
-0.35363853,0.09420517,2
-0.34634104,0.08769128,0
-0.34759077,0.081099324,3
-0.34862924,0.07369811,0
-0.34960362,0.06651045,2
-0.34500018,0.05909271,2
-0.3396923,0.051589757,0
-0.34069464,0.044390686,2
-0.33530116,0.036950234,2
-0.3282753,0.03016114,0
-0.32941628,0.02332726,0
-0.3304176,0.016135868,2
-0.32219002,0.008756487,0
-0.32326347,0.0017100428,2
-0.3198618,-0.0051102904,2
-0.3144669,-0.011765607,0
-0.31555173,-0.018658714,2
-0.31142062,-0.026049059,3
-0.3122751,-0.033728745,2
-0.30423397,-0.040512677,0
-0.3053108,-0.047333196,0
-0.306248,-0.054511126,2
-0.3025544,-0.06143378,2
-0.2965724,-0.06840568,0
-0.29754138,-0.0754157,2
-0.291305,-0.082131736,0
-0.2922769,-0.089073904,2
-0.28811488,-0.0964634,2
-0.28104603,-0.10318251,0
-0.2821024,-0.109933816,2
-0.2781592,-0.11675909,2
-0.27043983,-0.12366292,0
-0.2716025,-0.13018282,2
-0.26573467,-0.13684341,0
-0.2668861,-0.14340472,2
-0.25859252,-0.15012297,0
-0.25982487,-0.15650982,2
-0.25575238,-0.16290192,0
-0.2569097,-0.1694559,2
-0.2513491,-0.17574343,1
-0.25255987,-0.18179789,2
-0.24484941,-0.18862915,2
-0.24216036,-0.19485746,2
-0.23949046,-0.20103727,2
-0.23685148,-0.20735376,2
-0.23402,-0.21323773,2
-0.22757927,-0.21946594,0
-0.22899511,-0.2253884,2
-0.22224887,-0.23096007,3
-0.22371712,-0.23715399,0
-0.22503446,-0.24315716,2
-0.22208929,-0.24940427,2
-0.21636961,-0.25571302,0
-0.21769352,-0.26175937,2
-0.21046595,-0.26765087,0
-0.21184207,-0.27353343,2
-0.20398696,-0.27945292,0
